Fiscal Year,Provider Type,Site Name,Sponsor/Vendor,Geriatric Mental Health (GMH) Service Site,Site Type,DFTA ID,Site Address,Address Line 2,Borough,Zip Code,Community District,City Council District,X Coordinate,Y Coordinate,Latitude,Longitude,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
2023,Older Adult Center,Allen International Towers Affiliate,Allen AME Church,,Affiliated,C0202,90-20 170th Street,,Queens,11432,412,27,1042311,197500,40.708578,-73.790579,4209721,4098020041,460,QN1201
2023,Older Adult Center,Allen Shelton Affiliate,Allen AME Church,,Affiliated,C0203,89-09 162nd Street,,Queens,11432,412,24,1039961,196763,40.706571,-73.799061,4208882,4097610036,44601,QN1201
2023,Older Adult Center,CCNS Hillcrest OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1707,91-34 182nd Place,,Queens,11423,412,27,1045678,197893,40.709634,-73.778431,4211802,4099000001,470,QN1201
2023,Transportation,Allen Transportation,Allen Cmmunity Senior Citizens Center,,Main Site,44Z,92-47 165th Street,,Queens,11433,412,27,1041350,195973,40.704393,-73.794058,4216225,4101550029,444,QN1201
2023,Older Adult Center,Allen AME Community Senior Citizens Center,Allen AME Church,yes,Main Site,C0204,166-01 Linden Boulevard,,Queens,11434,412,27,1044388,190756,40.690054,-73.783147,4435290,4123220001,266,QN1202
2023,Older Adult Center,Brooks Senior Center,Brooks Senior Center,,Main Site,C1401,143-22 109th Avenue,,Queens,11435,412,28,1038730,190200,40.688564,-73.803554,4257866,4119330001,196,QN1202
2023,Older Adult Center,Allen AME Rockaway Blvd Senior Center,Allen AME Church,,Main Site,C0205,123-10 143rd Street,,Queens,11436,412,28,1040913,185089,40.674522,-73.795725,4261337,4120390044,182,QN1203
2023,Naturally Occurring Retirement Community (NORC),ROCHDALE VILLAGE NORC,Rochdale Village Social Services Inc,,Main Site,N60,169-65 137TH AVENUE,,Queens,11434,412,28,1047873,184414,40.672622,-73.770641,4436348,4124950002,33405,QN1204
2023,Older Adult Center,Robert Couche,Merrill Park Civic Association of Springfield Gardens Inc,Yes,Main Site,CC301,137-57 Farmers Boulevard,,Queens,11434,412,31,1049677,184378,40.67251,-73.764138,4280089,4130200013,330,QN1204
2023,Older Adult Center,Rochdale Village SC,Rochdale Village Social Services Inc,Yes,Main Site,C6301,169-65 137th Avenue,,Queens,11434,412,28,1047873,184414,40.672622,-73.770641,4436348,4124950002,33405,QN1204
2023,Case Management Agency,SNAP,SNAP,,Main,4MG,80-45 WINCHESTER BLVD.,BLDG #4 CBU #29,Queens,11427,413,23,1057959,208147,40.737685,-73.734021,4537294,4078800400,1567,QN1302
2023,Older Adult Center,SNAP Eastern Queens OAC,Services Now for Adult Persons Inc,Yes,Main Site,C7001,80-45 Winchester Boulevard,,Queens,11427,413,23,1057959,208147,40.737685,-73.734021,4537294,4078800400,1567,QN1302
2023,Older Adult Center,Alpha Phi Alpha Senior Citizens Center Inc,Alpha Phi Alpha Senior Citizens Center Inc,,Main Site,C0301,220-01 Linden Boulevard,,Queens,11411,413,27,1056347,192629,40.695105,-73.740004,4244354,4113210006,596,QN1304
2023,Caregiver,SNAP,SNAP,,Main,4K3,133-33 Brookville Blvd,,Rosefale,11422,413,31,1058382,185090,40.674396,-73.732749,4279577,4129800001,61602,QN1307
2023,Older Adult Center,SNAP Brookville OAC,Services Now for Adult Persons Inc,,Main Site,C7002,133-33 Brookville Boulevard,,Queens,11422,413,31,1058382,185090,40.674396,-73.732749,4279577,4129800001,61602,QN1307
2023,Case Management Agency,JASA QUEENS,JASA,,Main,4MH,131 BEACH 19TH STREET,,Queens,11691,414,31,1052790,155696,40.593761,-73.753207,4301622,4158100055,99802,QN1401
2023,Elder Justice,JASA Elder Justice Queens South,JASA,,Main Site,1.00E+04,131 Beach 19th Street,,Queens,11691,301,34,999926,197572,40.593761,-73.753207,4301622,4158100055,99802,QN1401
2023,Older Adult Center,JASA Brookdale Village,The Jewish Association For Services For The Aged,Yes,Main Site,W2204,131 Beach 19th Street,,Queens,11691,414,31,1052790,155696,40.593761,-73.753207,4301622,4158100055,99802,QN1401
2023,Older Adult Center,JASA Roy Reuther,The Jewish Association For Services For The Aged,,Main Site,W2205,711 Seagirt Avenue,,Queens,11691,414,31,1055848,156519,40.595996,-73.742187,4298968,4156100001,101002,QN1401
2023,Older Adult Center,Young Israel Wavecrest & Bayswater Senior League,Young Israel Programs Inc,,Main Site,C9404,2716 Healy Avenue,,Queens,11691,414,31,1049300,159471,40.604149,-73.765737,4300494,4157220041,100804,QN1401
2023,Older Adult Center,CCNS Seaside OAC,Catholic Charities Neighborhood Services Inc,,Main Site,C1709,320 Beach 94th Street,,Queens,11693,414,32,1034992,153444,40.5877,-73.817309,4303571,4161260004,94202,QN1402
2023,Older Adult Center,Ocean Bay CDC Older Adult Center,Ocean Bay Community Development Corp,,Main Site,C5301,74-16 Beach Channel Drive,,Queens,11693,414,31,1039107,154563,40.590746,-73.802484,4303280,4160790036,94202,QN1402
2023,Older Adult Center,JASA Rockaway Park,The Jewish Association For Services For The Aged,,Main Site,W2206,106-20 Shore Front Parkway,,Queens,11694,414,32,1032385,150897,40.580723,-73.826713,4303818,4161770035,938,QN1403
2023,Case Management Agency,"COMMUNITY AGENCY FOR SENIOR CITIZENS, INC","COMMUNITY AGENCY FOR SENIOR CITIZENS, INC",,Main,5M4,120 STUYVESANT PLACE,STE 409,Staten Island,10301,501,49,962837,173644,40.643264,-74.077159,5000084,5000080060,3,SI0101
2023,Elder Justice,CASC Elder Justice Program,Community Agency for Senior Citizens,,Main Site,1.00E+09,120 Stuyvesant Place,,Staten Island,10301,501,49,962837,173644,40.643264,-74.077159,5000084,5000080060,3,SI0101
2023,Older Adult Center,CASC Cassidy Coles NSC,Community Agency for Senior Citizens Inc,Yes,Main Site,C2201,125 Cassidy Place,,Staten Island,10301,501,49,957472,173148,40.641888,-74.096489,5001762,5000710011,81,SI0101
2023,Transportation,CASC Transportation,"Community Agency for Senior Citizens, Inc.",,Main Site,538,"120 Stuyvesant Pl., Suite 409",,Staten Island,10301,501,49,962837,173644,40.643264,-74.077159,5000084,5000080060,3,SI0101
2023,Grandparents Resource Center,GRC - MAP - Stapleton Senior Center,Grandparents Resource Center,,Satellite,DFTA14,"189 Gordon St, Staten Island, NY 10304",,Staten Island,10304,501,49,961254,166308,40.623124,-74.082838,5108860,5005450100,29,SI0102
2023,Older Adult Center,Stapelton OAC,Jewish Community Center Of Staten Island Inc,,Main Site,W1703,189 Gordon Street,,Staten Island,10304,501,49,961254,166308,40.623124,-74.082838,5108860,5005450100,29,SI0102
2023,Older Adult Center,CASC New Lane NSC,Community Agency for Senior Citizens Inc,,Main Site,C2202,70 New Lane,,Staten Island,10301,501,49,966965,162546,40.612811,-74.062256,5042254,5028320068,6,SI0103
2023,Older Adult Center,West Brighton Neighborhood Senior Center,"Catholic Charities Of Staten Island, Inc.",Yes,Main Site,C1802,230 Broadway,,Staten Island,10310,501,49,951632,171187,40.636486,-74.117523,5095818,5001960001,13301,SI0104
2023,Older Adult Center,Anderson Neighborhood Senior Center,"Catholic Charities Of Staten Island, Inc.",,Main Site,C1801,120 Anderson Avenue,,Staten Island,10302,501,49,946941,170626,40.634927,-74.134422,5024253,5010360019,213,SI0106
2023,Older Adult Center,Arrochar OAC,Staten Island Community Services Friendship Clubs Inc,Yes,Main Site,C7702,44 Bionia Avenue,,Staten Island,10305,502,50,963317,156684,40.596713,-74.075377,5133958,5032700025,64,SI0201
2023,Older Adult Center,New Dorp Beach OAC,Staten Island Community Services Friendship Clubs Inc,,Main Site,C7704,128 Cedar Grove Avenue,,Staten Island,10306,595,50,956373,143850,40.561467,-74.100329,5113475,5041050050,12804,SI0202
2023,Older Adult Center,Center for Livelong Development (Bernikow OAC),Jewish Community Center Of Staten Island Inc,Yes,Main Site,W1701,1466 Manor Road,,Staten Island,10314,502,50,949347,155877,40.594916,-74.125393,5141743,5009550100,181,SI0203
2023,Older Adult Center,Todt Hill OAC,Staten Island Community Services Friendship Clubs Inc,,Main Site,C7705,184 Schmidts Lane,,Staten Island,10314,502,49,951194,161195,40.609058,-74.119053,5108960,5007060001,173,SI0203
2023,Older Adult Center,Great Kills OAC,Staten Island Community Services Friendship Clubs Inc,,Main Site,C7701,11 Sampson Avenue,,Staten Island,10308,503,51,942620,140646,40.552619,-74.149806,5062569,5046240500,14605,SI0302
2023,Older Adult Center,Mount Loretto OAC,Staten Island Community Services Friendship Clubs Inc,,Main Site,C7703,6581 Hylan Boulevard,,Staten Island,10309,503,51,922815,124827,40.509084,-74.22093,5123970,5076640001,198,SI0304
2023,Caregiver,JCC of SI,JCC of SI,,Main,5K1,1297 Arthur Kill Road,Ground floor,Staten Island,10312,503,51,933190,145298,40.565339,-74.183774,5077603,5059000105,22801,SI0391
2023,Older Adult Center,Avis South Shore OAC,Jewish Community Center Of Staten Island Inc,Yes,Main Site,W1702,1297 Arthur Kill Road,,Staten Island,10312,503,51,933190,145298,40.565339,-74.183774,5077603,5059000105,22801,SI0391
2023,Older Adult Center,PSS Morrisania Air Rights,Presbyterian Senior Services,,Main Site,W1904,3135 Park Ave East,,Bronx,10451,204,16,1007176,239548,40.82415,-73.917164,2100990,2024209078,173,BX0401
2023,Elder Justice,Met Council Elder Justice Program,Metropolitan NY Coordinating Council on Jewish Poverty,,Satellite,1.00E+05,8635 21st Avenue,,Brooklyn,11214,311,47,985131,158792,40.602524,-73.996827,3166996,3063780019,290,BK1101
2023,Older Adult Center,Hugh Gilroy OAC,"Fort Greene Council, Inc.",,Main Site,C3511,447 Kingsborough,,Brooklyn,11233,308,41,1005073,185294,40.675242,-73.924931,3035751,3013440175,307,BK0802
2023,Older Adult Center,Bergen Basin Mill Basin Older Adult Center,Bergen Basin Community Development Corporation,,Main Site,C0805,2075 East 68th Street,,Brooklyn,11234,318,46,1009173,164758,40.618864,-73.910226,3237201,3084090001,696.02,BK1802
2023,Caregiver,Heights and Hills,Heights and Hills,,Main,2K4,81 Willioughby Street,Ste 302,Brooklyn,11201,302,33,988201,191458,40.692184,-73.985753,3000350,3001480046,11,BK0202
2023,Elder Justice,Elderly Crime Victims Resource Center,NYC Aging,,Main Site,DFTA01,2 Lafayette Street,,Manhattan,10007,101,1,983256,199305,40.713723,-74.003586,1001672,1001550001,31,MN0102
2023,Older Adult Center,Encore at St Malachy's,Encore Community Services,Yes,Main Site,W1401,239 West 49th Sreet,,Manhattan,10019,105,3,988319,216582,40.759807,-73.98603,1076193,1010197502,125,MN0502
2023,Older Adult Center,Frederick Douglass Social Club,West Side Federation for Senior and Supportive Housing Inc,,Affiliated,C9102,868 Amersterdam Avenue,,Manhattan,10025,107,7,993284,230073,40.798169,-73.967371,1079429,1018740029,191,MN0703
2023,Older Adult Center,Polo Grounds Satellite,Cothoa Luncheon Club Inc,,Affiliated,C2602,2965 Frederick Douglass Boulevard,,Manhattan,10039,110,9,1001823,241763,40.821619,-73.94282,1060771,1020440009,259,MN1002
2023,Older Adult Center,HANAC Ravenswood Older Adult Center,"HANAC, Inc.",,Main Site,C3903,34-35A 12th Street,,Queens,11106,401,26,1001534,217348,40.76323,-73.937607,4430802,4005230002,43,QN0105
2023,Older Adult Center,Woodside Older Adult Center,Samaritan Daytop Village Inc,,Main Site,C6401,50-37 Newtown Road,,Queens,11377,401,26,1008895,213891,40.753724,-73.911047,4430993,4007360002,163,QN0104
2023,Older Adult Center,QCH Forest Hills OAC,"Queens Community House, Inc.",,Main Site,C5601,108-25 62nd Drive,,Queens,11375,406,29,1025761,207424,40.73591,-73.850212,4432108,4021590015,745,QN0602
