Fiscal Year,Provider Type,Site Name,Sponsor/Vendor,Geriatric Mental Health (GMH) Service Site,Site Type,DFTA ID,Site Address,Address Line 2,Borough,Zip Code,Community District,City Council District,X Coordinate,Y Coordinate,Latitude,Longitude,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
2023,Case Management Agency,REC ROOMS CASE MGT - SPECIAL SERVICES,REC ROOMS CASE MGT - SPECIAL SERVICES,,Main,2MF,1304 EAST 57 ST,2ND FL,Brooklyn,11234,318,46,1006360,165660,40.621348,-73.920355,3345504,3078810033,690,BK1801
2023,Older Adult Center,Bergen Basin Midwood Older Adult Center,Bergen Basin Community Development Corporation,,Main Site,C0804,2164 Ralph Avenue,,Brooklyn,11234,318,46,1007052,167015,40.625065,-73.917858,3218178,3078390001,692,BK1801
2023,Older Adult Center,CCNS Glenwood OAC,Catholic Charities Neighborhood Services Inc,Yes,Main Site,C1718,5701 Avenue H,,Brooklyn,11234,318,45,1006023,170010,40.633288,-73.921555,3331006,3079780001,94402,BK1801
2023,Older Adult Center,JASA HES Older Adult Center,The Jewish Association For Services For The Aged,,Main Site,C8301,9502 Seaview Avenue,,Brooklyn,11236,318,46,1014443,169844,40.632808,-73.89122,3235056,3083180008,102801,BK1803
2023,Older Adult Center,Bergen Basin Marine Park Older Adult Center,Bergen Basin Community Development Corporation,Yes,Main Site,C0803,3000 Fillmore Avenue,,Brooklyn,11234,318,46,1001613,161009,40.608592,-73.937467,3239888,3084960001,666,BK1891
2023,Grandparents Resource Center,GRC - MAP - Patterson/Eastside Settlement House,Grandparents Resource Center,,Satellite,DFTA09,308 East 145th Street,,Bronx,10451,201,8,1005791,236285,40.815197,-73.922179,2091115,2023240001,51,BX0101
2023,Older Adult Center,Bronxworks E Roberts Moore,Bronxworks,,Main Site,C1102,515 Jackson Avenue,,Bronx,10455,201,8,1009329,235252,40.812353,-73.909401,2091284,2025570083,35,BX0101
2023,Older Adult Center,East Side House Borinquen Court Mitchel OAC,East Side House Inc,Yes,Main Site,C3101,295 East 138th Street,,Bronx,10454,201,8,1004727,234559,40.810463,-73.926028,2129115,2023140015,39,BX0101
2023,Older Adult Center,Mill Brook OAC,West Side Federation for Senior and Supportive Housing Inc,,Main Site,C9103,570 East 137th Street,,Bronx,10454,201,8,1007042,232933,40.805994,-73.917671,2128429,2025480002,2701,BX0101
2023,Older Adult Center,Patterson Older Adult Centers,East Side House Inc,,Affiliated,C3103,308 East 145th Street,,Bronx,10451,201,8,1005791,236285,40.815197,-73.922179,2091115,2023240001,51,BX0101
2023,Legal Services,"Bronx Legal Services, Inc.","Bronx Legal Services, Inc.",,Main Site,1AA,"349 East 149th Street, 10th Floor",,Bronx,10451,201,17,1006405,236822,40.81667,-73.919959,2000933,2023317501,65,BX0102
2023,Older Adult Center,Betances,Institute For The Puerto Rican Hispanic Elderly Inc,Yes,Main Site,W1601,607 Concord Avenue,,Bronx,10455,201,8,1009819,236051,40.814544,-73.907628,2114666,2026420022,73,BX0102
2023,Older Adult Center,Leon OAC,The Neighborhood Self-Help By Older Persons Project Inc,,Main Site,C8402,735 East 152nd Street,,Bronx,10455,201,17,1009759,236579,40.815994,-73.907843,2091979,2026540002,79,BX0102
2023,Older Adult Center,PSS Andrew Jackson,Presbyterian Senior Services,,Main Site,W1903,325 East 156th Street,,Bronx,10451,201,17,1006947,238560,40.821439,-73.917995,2091224,2024160001,69,BX0102
2023,Older Adult Center,SEBCO Senior Center,SEBCO Development Inc,,Main Site,C6701,887 Southern Boulevard,,Bronx,10459,202,17,1013714,237647,40.818913,-73.89355,2005752,2027220040,89,BX0201
2023,Caregiver,Neighborhood SHOPP,Neighborhood SHOPP,,Main,1K5,975 Kelly Street,Ste 401,Bronx,10459,202,17,1013068,238790,40.822052,-73.895879,2114693,2027037501,87,BX0202
2023,Case Management Agency,NEIGHBORHOOD SHOPP,Neighborhood SHOPP,,Corporate Office,1M9,975 Kelly Street,Suite 401,Bronx,10459,203,17,1014646,243217,40.822052,-73.895879,2114693,2027037501,87,BX0202
2023,Elder Justice,"SHOPP Violence, Intervention and Prevention *(VIP) Elder Justice Program North *(VIP) Elder Justice Program South",Neighborhood Self Help by Older Persons Project,,Main Site,1.00E+03,975 Kelly Street,,Bronx,10459,202,17,1013068,238790,40.822052,-73.895879,2114693,2027037501,87,BX0202
2023,Naturally Occurring Retirement Community (NORC),NEIGHBORHOOD SHOPP NORC -LAFAYETTE ESTATES,Neighborhood Self-Help by Older Persons Project Inc,,Main Site,N69,953 SOUTHERN BLVD,,Bronx,10459,202,17,1014228,238583,40.82148,-73.891688,2005787,2027240186,159,BX0202
2023,Older Adult Center,PSS Davidson,Presbyterian Senior Services,Yes,Main Site,W1902,950 Union Avenue,,Bronx,10459,203,17,1011423,239065,40.822812,-73.901821,2005015,2026780001,12901,BX0202
2023,Older Adult Center,Arturo Schomburg,Institute For The Puerto Rican Hispanic Elderly Inc,,Main Site,W1606,1315 Franklin Avenue,,Bronx,10456,203,16,1011469,242435,40.832062,-73.901641,2009713,2029310086,149,BX0301
2023,Grandparents Resource Center,GRC - MAP - Butler/Hodson Senior Center,Grandparents Resource Center,,Satellite,DFTA05,1320 Webster Ave,,Bronx,10456,203,16,1009559,243208,40.834189,-73.90854,2092074,2028940001,14701,BX0302
2023,Older Adult Center,William Hodson Community Center Inc,William Hodson Community Center Inc,,Main Site,C9201,1320 Webster Avenue,,Bronx,10456,203,16,1009559,243208,40.834189,-73.90854,2092074,2028940001,14701,BX0302
2023,Case Management Agency,NEIGHBORHOOD SHOPP,Neighborhood SHOPP,,Main,1M9,910 EAST 172 STREET,2ND FL,Bronx,10460,203,17,1014646,243217,40.834198,-73.890157,2010507,2029770103,155,BX0303
2023,Older Adult Center,SHOPP Casa Boricua (OAC),The Neighborhood Self-Help By Older Persons Project Inc,Yes,Main Site,W2301,910 E 172nd Street,,Bronx,10460,203,17,1014646,243217,40.834198,-73.890157,2010507,2029770103,155,BX0303
2023,Older Adult Center,Hope of Israel Senior Citizens Center,Hope of Israel Senior Citizens Center Inc,,Main Site,C4301,1068 Gerard Avenue,,Bronx,10452,204,16,1005776,242454,40.83213,-73.922213,2002944,2024780007,195,BX0401
2023,Older Adult Center,MBSCC Concourse Plaza Wellness Center for Older Adults,Mid-Bronx Senior Citizens Council Inc,,Main Site,C5001,900 Grand Concourse,,Bronx,10451,204,16,1005759,240731,40.827401,-73.92228,2002802,2024600001,18301,BX0401
2023,Transportation,Mid-Bronx  Senior Citizen Council,"Mid Bronx Senior Citizens Council, Inc.",,Main Site,106,900 Grand Concourse Avenue,,Bronx,10451,204,16,1005759,240731,40.827401,-73.92228,2002802,2024600001,18301,BX0401
2023,Older Adult Center,PSS Highbridge,Presbyterian Senior Services,,Main Site,W1908,1181 Nelson Avenue,,Bronx,10452,204,16,1004808,244312,40.837232,-73.925706,2003301,2025160051,199,BX0402
2023,Older Adult Center,PSS Highbridge Gardens,Presbyterian Senior Services,,Main Site,W1909,1145 University Avenue,,Bronx,10452,204,16,1004095,244255,40.837077,-73.928282,2095219,2025270032,193,BX0402
2023,Older Adult Center,Bronxworks East Concourse (My Spot/Mi Rincon OAC),Bronxworks,,Main Site,C1103,236 East Tremont Ave,,Bronx,10457,205,15,1010654,248582,40.848936,-73.904562,2007599,2028040021,23302,BX0502
2023,Older Adult Center,Bronxworks Morris (ISC),Bronxworks,,Main Site,C1106,80 East 181st Street,,Bronx,10453,205,14,1010752,250819,40.855076,-73.904199,2013953,2031780032,241,BX0502
2023,Older Adult Center,Bronxworks Twin Parks West,Bronxworks,,Main Site,C1108,355 E 183 Street,,Bronx,10458,205,15,1013022,251301,40.856391,-73.895991,2092394,2031430155,38303,BX0503
2023,Older Adult Center,SAGE Center Bronx at Crotona Pride House,Services and Advocacy for Gay Lesbian Bisexual and Transgend,,Main Site,C6901,1784 Prospect Avenue,,Bronx,10457,206,17,1014136,245772,40.841212,-73.891989,2128766,2029527501,367,BX0602
2023,Older Adult Center,Thomas Guess OAC,The Neighborhood Self-Help By Older Persons Project Inc,Yes,Main Site,C8401,2070 Clinton Avenue,,Bronx,10457,206,15,1015209,247968,40.847236,-73.888101,2012652,2030940014,371,BX0602
2023,Older Adult Center,RAIN Mt Carmel OAC,Regional Aid For Interim Needs Inc,,Main Site,C5808,2405 Southern Boulevard,,Bronx,10462,206,15,1017016,250352,40.853773,-73.881558,2013061,2031150005,393,BX0603
2023,Older Adult Center,Sister Annunciata Bethell OAC,Bedford Park-Multi Service Center for Senior Citizens Inc,,Main Site,C0701,243 East 204th Street,,Bronx,10458,207,11,1016204,257795,40.874205,-73.884457,2017363,2033110146,413,BX0702
2023,Older Adult Center,MMCC-CDC Older Adult Center Main Building,Child Development Center of the Mosholu-Montefior Comm Ctr,,Main Site,C2002,3450 Dekalb Avenue,,Bronx,10467,207,11,1017094,260449,40.881486,-73.881226,2096396,2033270001,421,BX0703
2023,Naturally Occurring Retirement Community (NORC),AMALGAMATED PK RESEVOIR NORC,YM-YWHA of The Bronx/Riverdale,,Main Site,N74,98 VAN CORTLANDT PARK SOUTH,,Bronx,10463,208,11,1014217,261731,40.885015,-73.891625,2015482,2032520287,281,BX0801
2023,Older Adult Center,MMCC-CDC Older Adult Center Marble Hill,Child Development Center of the Mosholu-Montefior Comm Ctr,,Main Site,C2003,5365 Broadway,,Bronx,10463,208,10,1009724,258464,40.876062,-73.907886,1082782,1022150623,309,BX0802
2023,Older Adult Center,New Beginnings (Riverdale Y),Young Mens and Young Womens Hebrew Association of the Bronx,Yes,Main Site,C9701,5625 Arlington Avenue,,Bronx,10471,208,11,1009921,269011,40.905009,-73.907133,2086312,2059520374,323,BX0803
2023,Older Adult Center,RSS Center for Ageless Living,Riverdale Senior Services Inc,,Main Site,C6101,2600 Netherland Avenue,,Bronx,10463,208,11,1007568,259439,40.878744,-73.915679,2083247,2057220475,29302,BX0803
2023,Older Adult Center,Bronx River,Institute For The Puerto Rican Hispanic Elderly Inc,,Main Site,W1602,1619 East 174 Street,,Bronx,10472,209,18,1018523,243132,40.83395,-73.876147,2092909,2038860002,62,BX0901
2023,Older Adult Center,Bronxworks Soundview,Bronxworks,,Main Site,C1107,391 Bronx River Avenue,,Bronx,10473,209,18,1021068,236050,40.814629,-73.867422,2127010,2035150040,2001,BX0902
2023,Older Adult Center,SHOPP Soundview Social Club,The Neighborhood Self-Help By Older Persons Project Inc,,Affiliated,W2302,1674 Seward Avenue,,Bronx,10473,209,18,1020279,237416,40.818255,-73.869832,2092638,2035510001,2001,BX0902
2023,Grandparents Resource Center,GRC - MAP - Castle Hill Senior Center,Grandparents Resource Center,,Satellite,DFTA06,625 Castle Hill Avenue,,Bronx,10473,209,18,1026263,237972,40.819754,-73.848209,2092673,2035700001,86,BX0903
2023,Older Adult Center,Kips Bay Castle Hill OAC,Kips Bay Boys And Girls Club,,Main Site,C4801,625 Castle Hill Avenue,,Bronx,10473,209,18,1026263,237972,40.819754,-73.848209,2092673,2035700001,86,BX0903
2023,Naturally Occurring Retirement Community (NORC),CENTER LIGHT PARKCHESTER ENHANCED NORC,Centerlight Health System,,Main Site,N51,1525 UNIONPORT ROAD,,Bronx,10462,209,18,1023848,244100,40.836585,-73.856898,2096653,2039387501,212,BX0904
2023,Older Adult Center,RAIN Parkchester OAC,Regional Aid For Interim Needs Inc,,Main Site,C5810,1380 Metropolitan Avenue,,Bronx,10462,209,18,1022697,243572,40.835141,-73.861061,2096674,2039387501,212,BX0904
2023,Older Adult Center,RAIN Parkchester One Stop,Regional Aid For Interim Needs Inc,,Affiliated,C5811,1380 Metropolitan Avenue,,Bronx,10462,209,18,1022697,243572,40.835141,-73.861061,2096674,2039387501,212,BX0904
2023,Older Adult Center,YMCA - Glebe Older Adult Community Hub,YMCA Of Greater New York,,Main Site,C9301,2125 Glebe Avenue,,Bronx,10462,210,18,1025656,243562,40.8351,-73.850368,2041406,2039630043,20601,BX1001
2023,Case Management Agency,JASA BRONX CASE MANAGEMENT,JASA,,Satellite,1MB,3000 MIDDLETOWN ROAD,,Bronx,10461,210,13,1031200,246773,40.843886,-73.830311,2074861,2054000047,264,BX1002
2023,Older Adult Center,JASA Throggs Neck Older Adult Center,The Jewish Association For Services For The Aged,Yes,Main Site,C8309,2705 Schley Avenue,,Bronx,10465,210,13,1032115,238678,40.821662,-73.827061,2080423,2055680050,144,BX1002
2023,Older Adult Center,Northeast Bronx,Northeast Bronx Senior Citizens Inc,,Main Site,C5201,2968 Bruckner Boulevard,,Bronx,10465,210,13,1032327,243133,40.833889,-73.826264,2097558,2054200002,164,BX1002
2023,Older Adult Center,PSS City Island,Presbyterian Senior Services,,Main Site,W1910,116 City Island Avenue,,Bronx,10464,210,13,1043964,245785,40.841097,-73.784187,2082432,2056400010,51601,BX1003
2023,Older Adult Center,RAIN Middletown OAC,Regional Aid For Interim Needs Inc,,Main Site,C5807,3035 Middletown Road,,Bronx,10461,210,13,1031616,246945,40.844355,-73.828806,2046141,2041710024,26602,BX1003
2023,Case Management Agency,JASA BRONX CASE MANAGEMENT,JASA,,Main,1MB,135 EINSTEIN LOOP,RM 34,Bronx,10475,210,13,1031200,246773,40.864263,-73.822023,2095160,2051350210,30202,BX1004
2023,Naturally Occurring Retirement Community (NORC),JASA CO OP CITY NORC,Jewish Association for Services for the Aged,,Main Site,N68-01,2049 BARTOW AVENUE,,Bronx,10475,210,12,1031537,256077,40.86942,-73.829027,2097466,2051410100,46205,BX1004
2023,Older Adult Center,JASA Bartow (Coop City NSC),The Jewish Association For Services For The Aged,Yes,Main Site,W2201,2049 Bartow Avenue,,Bronx,10475,210,12,1031537,256077,40.86942,-73.829027,2097466,2051410100,46205,BX1004
2023,Older Adult Center,JASA Dreiser,The Jewish Association For Services For The Aged,,Main Site,W2202,177 Dreiser Loop,,Bronx,10475,210,12,1031368,258870,40.877087,-73.829619,2097469,2051410500,46207,BX1004
2023,Older Adult Center,JASA Einstein,The Jewish Association For Services For The Aged,,Main Site,W2203,135 Einstein Loop,,Bronx,10475,210,12,1033478,254202,40.864263,-73.822023,2095160,2051350210,30202,BX1004
2023,Case Management Agency,RAIN MULTI SERVICES FOR SENIORS,RAIN MULTI SERVICES FOR SENIORS,,Corporate Office,1MA,811 MORRIS PARK AVE,,Bronx,10462,212,12,1021015,258045,40.846052,-73.862177,2043661,2040540005,232,BX1101
2023,Older Adult Center,Bronx House Weinberg Neighborhood Senior Center,Bronx House Inc,,Main Site,C1001,990 Pelham Parkway South,,Bronx,10461,211,13,1022880,251465,40.856804,-73.860354,2088568,2043287501,248,BX1102
2023,Older Adult Center,RAIN Eastchester Latin Soul Café OAC,Regional Aid For Interim Needs Inc,,Main Site,C5804,1246 Burke Avenue,,Bronx,10469,211,12,1025446,256694,40.871144,-73.851046,2093501,2045810001,348,BX1103
2023,Transportation,RAIN Eastchester,"Regional Aid For Interim Needs, Inc.",,Main Site,196,1246 Burke Avenue,,Bronx,10462,211,12,1025446,256694,40.871144,-73.851046,2093501,2045810001,348,BX1103
2023,Naturally Occurring Retirement Community (NORC),PELHAM PARKWAY HOUSES NORC,Bronx House Inc.,,Main Site,N50,2435 WILLIAMSBRIDGE RD,,Bronx,10469,211,13,1023612,253390,40.862084,-73.857697,,,324,BX1104
2023,Older Adult Center,JASA Sue Ginsburg,The Jewish Association For Services For The Aged,,Affiliated,C8303,975 Waring Avenue,,Bronx,10469,211,13,1023048,253072,40.861214,-73.859738,2093415,2044440001,324,BX1104
2023,Older Adult Center,PSS Parkside,Presbyterian Senior Services,,Main Site,W1901,644 Adee Avenue,,Bronx,10467,211,15,1020452,256149,40.86967,-73.869106,2101742,2045420100,33601,BX1104
2023,Older Adult Center,RAIN Boston Road OAC,Regional Aid For Interim Needs Inc,Yes,Main Site,C5802,2424 Boston Road,,Bronx,10467,211,13,1021145,253258,40.861733,-73.866616,2093401,2044310001,330,BX1104
2023,Case Management Agency,RAIN MULTI SERVICES FOR SENIORS,RAIN MULTI SERVICES FOR SENIORS,,Main,1MA,3377A WHITE PLAINS RD,1st Fl.,Bronx,10467,212,12,1021015,258045,40.874872,-73.86706,2087299,2046240037,374,BX1201
2023,Older Adult Center,RAIN Gunhill OAC,Regional Aid For Interim Needs Inc,,Main Site,C5805,3377 White Plains Road,,Bronx,10462,212,12,1021015,258045,40.874872,-73.86706,2087299,2046240037,374,BX1201
2023,Older Adult Center,JASA Bay Eden Older Adult Center,The Jewish Association For Services For The Aged,Yes,Main Site,C8302,1220 East 229th Street,,Bronx,10466,212,12,1027883,261386,40.884011,-73.842204,2093741,2049050360,460,BX1202
2023,Older Adult Center,RAIN Boston East OAC,Regional Aid For Interim Needs Inc,,Main Site,C5801,3450 Boston Road,,Bronx,10469,212,12,1026130,258579,40.876315,-73.848561,2060739,2047370105,364,BX1202
2023,Older Adult Center,RAIN Boston Secor OAC,Regional Aid For Interim Needs Inc,,Main Site,C5803,3540 Bivona Street,,Bronx,10475,212,12,1030366,261032,40.883026,-73.833227,2093877,2052630070,46209,BX1202
2023,Older Adult Center,RAIN Nereid OAC,Regional Aid For Interim Needs Inc,Yes,Main Site,C5809,720 Nereid Avenue,,Bronx,10466,212,11,1024732,266535,40.898158,-73.853568,2069882,2050460033,434,BX1203
2023,Caregiver,HMH Citywide Asian-American,HMH,,Main,6K1,100 Gold Street,,Manhattan,10038,101,1,983139,198077,40.710353,-74.004007,1001289,1000940025,1501,MN0101
2023,Legal Services,"Mobilization for Justice, Inc.","Mobilization for Justice, Inc.",,Main office,32V,100 William Street,,Manhattan,10038,101,1,982177,197401,40.708497,-74.007477,1001116,1000680036,1502,MN0101
2023,Older Adult Center,HMH City Hall Older Adult Center,Hamilton Madison House Inc,Yes,Main Site,C3801,100 Gold Street,,Manhattan,10038,101,1,983139,198077,40.710353,-74.004007,1001289,1000940025,1501,MN0101
2023,Case Management Agency,NEW YORK FOUNDATION CASE MANAGEMENT,NEW YORK FOUNDATION CASE MANAGEMENT,,Main,3M8,11 PARK PLACE,Ste. 1111,Manhattan,10007,101,1,981950,198979,40.712828,-74.008296,1001399,1001240004,21,MN0102
2023,Grandparents Resource Center,NYC Aging Grandparents Resource Center,Grandparents Resource Center,,Main,DFTA17,2 Lafayette Street,2nd Floor,Manhattan,10007,101,1,983256,199305,40.713723,-74.003586,1001672,1001550001,31,MN0102
2023,Older Adult Center,Independence Plaza,"Greenwich House, Inc",,Main Site,W1503,310 Greenwich Street,,Manhattan,10013,101,1,981293,200719,40.717604,-74.010667,1083243,1001420025,39,MN0102
2023,Caregiver,Visions,Visions,,Main,6K5,500 Greenwich Street,3rd Floor,Manhattan,10013,102,3,981706,203619,40.725564,-74.009178,1076084,1005957501,37,MN0201
2023,Older Adult Center,CPC Project Open Door Neighborhood Senior Center,Chinese-American Planning Council Inc,,Main Site,C2104,168 Grand Street,,Manhattan,10013,102,1,984725,201479,40.71969,-73.998286,1075959,1004727501,41,MN0201
2023,Older Adult Center,NYFSC Mott Street Older Adult Center,New York Foundation For Senior Citizens Inc,Yes,Main Site,C5103,180 Mott Street,,Manhattan,10012,102,1,985394,201795,40.720558,-73.995873,1007156,1004790001,41,MN0201
2023,Older Adult Center,Center on the Square,"Greenwich House, Inc",,Main Site,W1501,20 Washington Square North,,Manhattan,10011,102,1,984886,205884,40.731781,-73.997705,1008851,1005510008,63,MN0202
2023,Older Adult Center,JCW Workforce Center,"Greenwich House, Inc",,Main Site,W1504,27 Barrow Street,,Manhattan,10014,102,3,983388,206141,40.732486,-74.00311,1010159,1005900056,67,MN0203
2023,Older Adult Center,Our Lady of Pompeii,"Greenwich House, Inc",,Main Site,W1502,25 Carmine Street,,Manhattan,10014,102,3,983431,205300,40.730178,-74.002955,1009904,1005860020,67,MN0203
2023,Older Adult Center,Westbeth,"Greenwich House, Inc",,Main Site,W1505,55 Bethune Street,,Manhattan,10014,102,3,981896,207769,40.736955,-74.008494,1012047,1006390001,79,MN0203
2023,Caregiver,HMH,HMH,,Main,3K4,50 Madison Street,,Manhattan,10038,103,1,984853,198662,40.711958,-73.997825,1077420,1001110100,25,MN0301
2023,Naturally Occurring Retirement Community (NORC),CONFUCIOUS PLAZA NORC,Hamilton Madison House Inc,,Main Site,N53-03,185 PARK ROW,,New York,10002,103,1,984218,199093,40.713141,-74.000115,1077407,1001170001,27,MN0301
2023,Naturally Occurring Retirement Community (NORC),HAMILTON MADISON ALFRED SMITH HOUSES NORC,Hamilton Madison House Inc,,Main Site,N53-01,50 MADISON STREET,,New York,10038,103,1,984853,198662,40.711958,-73.997825,1077420,1001110100,25,MN0301
2023,Naturally Occurring Retirement Community (NORC),HAMILTON MADISON KNICKERBOCKER NORC,Hamilton Madison House Inc,,Main Site,N53-02,36 MONROE STREET G1,,New York,10002,103,1,985700,198509,40.711538,-73.99477,1077591,1002530001,8,MN0301
2023,Older Adult Center,CPC NY Chinatown Neighborhood Senior Center,Chinese-American Planning Council Inc,,Main Site,C2103,55 Chrystie Street,,Manhattan,10002,103,1,985714,200312,40.716487,-73.994719,1003915,1003030027,16,MN0301
2023,Older Adult Center,Educational Alliance Weinberg Older Adult Center,The Educational Alliance Inc,,Main Site,C8103,197 East Broadway,,Manhattan,10002,103,1,987493,199483,40.714211,-73.988302,1003704,1002850029,6,MN0301
2023,Older Adult Center,NYFSC LaGuardia Older Adult Center,New York Foundation For Senior Citizens Inc,,Main Site,C5102,280 Cherry Street,,Manhattan,10002,103,1,987449,198450,40.711376,-73.988461,1003211,1002560014,6,MN0301
2023,Naturally Occurring Retirement Community (NORC),EDUCATIONAL ALLIANCE CO OP VILLAGE NORC,The Educational Alliance Inc,,Main Site,N66,465 GRAND STREET,,New York,10002,103,1,988677,199819,40.715133,-73.984031,1004056,1003150070,1401,MN0302
2023,Naturally Occurring Retirement Community (NORC),HENRY STREET VLADECK CARES NORC,Henry Street Settlement,,Main Site,N55,351 MADISON STREET,,New York,10002,103,2,989026,199166,40.71334,-73.982772,1083404,1002670024,202,MN0302
2023,Naturally Occurring Retirement Community (NORC),MASARYK TOWER NORC,United Jewish Council of the East Side Inc,,Main Site,N71,75 COLUMBIA STREET,,New York,10002,103,2,989798,200706,40.717567,-73.979986,1082666,1003330001,2201,MN0302
2023,Naturally Occurring Retirement Community (NORC),VILLAGE VIEW NORC,University Settlement Society of New York Inc,,Main Site,N72,189 ALLEN STREET,,New York,10002,103,1,987309,202369,40.722133,-73.988964,1005537,1004170001,3601,MN0302
2023,Naturally Occurring Retirement Community (NORC),VISION URBANA NORC,Vision Urbana Inc.,,Main Site,N73,75 DELANCEY STREET,,New York,10002,103,1,987004,201266,40.719105,-73.990065,,,18,MN0302
2023,Older Adult Center,BRC Senior Center,Bowery Residents Committee Inc,,Main Site,C0901,30 Delancy Street,,Manhattan,10002,103,1,986393,201516,40.719792,-73.992269,1079081,1004200001,18,MN0302
2023,Older Adult Center,Good Companions,Henry Street Settlement,,Main Site,C4102,334 Madison Street,,Manhattan,10002,103,2,988897,199139,40.713266,-73.983237,1077526,1002600001,202,MN0302
2023,Older Adult Center,Grand St Settlement Grand Coalition of Older Adults OAC,Grand Street Settlement Inc,,Main Site,C3701,80 Pitt Street,,Manhattan,10002,103,2,989115,200983,40.718328,-73.98245,1084357,1003380001,2201,MN0302
2023,Older Adult Center,UJCES Lunch Club OAC,United Jewish Council Of The East Side Inc,,Main Site,C8502,15 Willett Street,,Manhattan,10002,103,1,988969,200011,40.71566,-73.982977,1088884,1003360005,12,MN0302
2023,Older Adult Center,University Settlement OAC,University Settlement Society of New York,,Main Site,C8701,189 Allen Street,,Manhattan,10002,103,1,987309,202369,40.722133,-73.988964,1005537,1004170001,3601,MN0302
2023,Older Adult Center,Educational Alliance Sirovich Older Adult Center,The Educational Alliance Inc,Yes,Main Site,C8101,331 East 12th Street,,Manhattan,10002,103,2,988396,205475,40.730657,-73.985041,1006502,1004540052,4001,MN0303
2023,Older Adult Center,Meltzer Social Club,University Settlement Society of New York,,Affiliated,C8702,94 East 1st Street,,Manhattan,10009,103,2,987742,202622,40.722827,-73.987402,1005743,1004290021,3002,MN0303
2023,Older Adult Center,Polish Slavic Ctr JP II Older Adult Center,Polish & Slavic Center Inc,,Main Site,C5503,103 East 7th Street,,Manhattan,10009,103,2,988403,204027,40.726683,-73.985016,1005851,1004350049,32,MN0303
2023,Older Adult Center,UJCES Lillian Wald OAC Center,United Jewish Council Of The East Side Inc,,Main Site,C8501,12 Avenue D,,Manhattan,10009,103,2,990246,201761,40.720462,-73.978369,1078045,1003560001,20,MN0303
2023,Naturally Occurring Retirement Community (NORC),HUDSON GUILD ELLIOTT-CHELSEA NORC,Hudson Guild,,Main Site,N67,441 W. 26TH STREET,,New York,10001,104,3,983747,212229,40.749196,-74.001815,1012827,1007240010,97,MN0401
2023,Naturally Occurring Retirement Community (NORC),PENN SOUTH NORC,Penn South Social Services Inc,,Main Site,N58,290 9TH AVENUE,,New York,10001,104,3,984376,212130,40.748925,-73.999545,1082794,1007510001,97,MN0401
2023,Older Adult Center,Hudson Guild,Hudson Guild Inc,,Main Site,C8201,119 West 19th Street,,Manhattan,10011,104,3,985530,209164,40.740784,-73.995381,1014730,1007950028,87,MN0401
2023,Older Adult Center,Visions Center on Aging OAC,Visions/Services for the Blind and Visually Impaired,Yes,Main Site,C8801,135 West 23rd Street,,Manhattan,10011,104,3,985936,210112,40.743386,-73.993916,1014949,1007990021,91,MN0401
2023,Older Adult Center,FIND Aid Clinton OAC,Find Aid For The Aged,,Main Site,C3301,530 West 55th Street,,Manhattan,10019,104,6,986857,219174,40.768258,-73.990588,1027059,1010830015,13502,MN0402
2023,Older Adult Center,FIND Aid Coffeehouse Center,Find Aid For The Aged,,Main Site,C3302,331 West 42nd Street,,Manhattan,10036,104,3,986793,215319,40.757677,-73.990821,1083731,1010330049,12101,MN0402
2023,Older Adult Center,Lifelong Learning Center @ Encore West,Encore Community Services,,Main Site,W1402,755 10th Avenue,,Manhattan,10019,104,3,986678,218155,40.765461,-73.991235,1087482,1010800030,13501,MN0402
2023,Transportation,NY Foundation Project CART,"New York Foundation For Senior Citizens, Inc.",,Main Site,367,404 West 54th Street,,Manhattan,10019,104,3,987675,218423,40.766197,-73.987636,1026769,1010630035,133,MN0402
2023,Caregiver,SAGE LGTBQ,SAGE,,Main,6K3,305 Seventh Avenue,15th Floor,Manhattan,10001,105,3,986008,211362,40.746817,-73.993655,1015060,1008037502,95,MN0501
2023,Older Adult Center,Edie Windsor SAGE Center,Services and Advocacy for Gay Lesbian Bisexual and Transgend,Yes,Main Site,C6904,305 7th Avenue,,Manhattan,10001,105,3,986008,211362,40.746817,-73.993655,1015060,1008037502,95,MN0501
2023,Case Management Agency,SELFHELP CASE MANAGEMENT - Project Pilot,SELFHELP,,Main,3M9,520 EIGHTH AVE,18th FL,Manhattan,10018,105,3,986351,213838,40.753612,-73.992417,1083624,1007860001,109,MN0502
2023,Case Management Agency,JASA BRONX CASE MANAGEMENT,JASA,,Corporate Office,1MB,247  WEST 37TH ST.,9th Fl,Manhattan,10018,210,13,1031200,246773,40.753475,-73.990594,1014454,1007870011,109,MN0502
2023,Case Management Agency,JASA STOREFRONT,JASA,,Corporate Office,2MG,247  WEST 37TH ST.,9th Fl,Manhattan,10018,314,40,995856,176246,40.753475,-73.990594,1014454,1007870011,109,MN0502
2023,Case Management Agency,SELFHELP QUEENS NORTH,SELFHELP,,Main,4ME,520 EIGHTH AVE,5TH FL,Manhattan,10018,407,20,1034030,213216,40.753612,-73.992417,1083624,1007860001,109,MN0502
2023,Legal Services,Jewish Association for Services for the Aged,Jewish Association for Services for the Aged,,Main Site,40A,"247 West 37th Street, 9th Floor",,Manhattan,10018,105,3,986856,213788,40.753475,-73.990594,1014454,1007870011,109,MN0502
