project_id,project_name,num_buildings,total_units,avg_units_per_building,extremely_low_income_units,very_low_income_units,low_income_units,address,postcode,community_board,latitude,longitude,building_total_units,studio_units,_1_br_units,_2_br_units,_3_br_units,reporting_construction_type,building_completion_date
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,1,2,161 EAST 116 STREET,10029,MN-11,40.798375,-73.941016,3,,3,,,Preservation,2018-09-30
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,7,2,316 EAST 116 STREET,10029,MN-11,40.796713,-73.937102,9,3,,6,,Preservation,2018-11-30
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,9,1,112 EAST 117 STREET,10035,MN-11,40.799718,-73.942134,10,1,9,,,Preservation,2018-05-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,4,1,120 EAST 117 STREET,10035,MN-11,40.799644,-73.941961,5,,,5,,Preservation,2018-05-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,4,,140 EAST 117 STREET,10035,MN-11,40.79946,-73.941528,4,1,3,,,Preservation,2018-05-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,3,,155 EAST 117 STREET,10035,MN-11,40.799105,-73.94064,3,,2,,1,Preservation,2018-05-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,1,3,10,212 EAST 117 STREET,10035,MN-11,40.798396,-73.938997,14,,3,1,8,Preservation,2018-01-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,10,3,210 EAST 119 STREET,10035,MN-11,40.799672,-73.938093,13,8,4,1,,Preservation,2018-11-30
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,4,,224 EAST 122 STREET,10035,MN-11,40.801455,-73.936513,4,,,4,,Preservation,2018-11-30
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,12,5,129 EAST 123 STREET,10035,MN-11,40.803287,-73.938859,18,6,1,11,,Preservation,2018-08-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,,8,154 EAST 124 STREET,10035,MN-11,40.803503,-73.937468,8,8,,,,Preservation,2018-08-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,,4,156 EAST 124 STREET,10035,MN-11,40.803484,-73.937428,4,,4,,,Preservation,2018-10-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,5,1,1691 LEXINGTON AVENUE,10029,MN-11,40.792397,-73.946157,6,1,5,,,Preservation,2018-10-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,1,13,2,2026 LEXINGTON AVENUE,10035,MN-11,40.803259,-73.938248,16,,4,12,,Preservation,2018-12-31
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,40,506,12.7,,6,2,1618 MADISON AVENUE,10029,MN-11,40.795008,-73.948495,8,,,4,4,Preservation,2018-09-30
67746,WILLIAM R ANDERSON HDFC.GHPP.FY21,2,32,16.0,4,5,,1638 AMSTERDAM AVENUE,10031,MN-09,40.822599,-73.949543,9,,,,9,Preservation,
67746,WILLIAM R ANDERSON HDFC.GHPP.FY21,2,32,16.0,3,13,6,93 HAMILTON PLACE,10031,MN-09,40.823225,-73.950305,23,,6,5,11,Preservation,
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,3,8,2232 ADAM C POWELL BOULEVARD,10027,MN-10,40.813095,-73.945331,24,,,24,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,2,2,2247 ADAM C POWELL BOULEVARD,10027,MN-10,40.813539,-73.94498,16,4,4,4,4,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,3,,2251 ADAM C POWELL BOULEVARD,10027,MN-10,40.813663,-73.94489,9,,9,,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,5,1,2252 ADAM C POWELL BOULEVARD,10027,MN-10,40.813734,-73.944861,9,,,9,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,2,1,2253 ADAM C POWELL BOULEVARD,10027,MN-10,40.813726,-73.944843,10,,2,8,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,3,2,2254 ADAM C POWELL BOULEVARD,10027,MN-10,40.813797,-73.944817,9,,,9,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,4,,2256 ADAM C POWELL BOULEVARD,10027,MN-10,40.813857,-73.94477,8,,,8,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,,4,2258 ADAM C POWELL BOULEVARD,10027,MN-10,40.81392,-73.944727,9,,,,9,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,4,,2300 ADAM C POWELL BOULEVARD,10030,MN-10,40.81541,-73.943635,9,1,,2,6,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,5,,2302 ADAM C POWELL BOULEVARD,10030,MN-10,40.815462,-73.943598,8,,1,,7,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,1,1,2304 ADAM C POWELL BOULEVARD,10030,MN-10,40.815515,-73.943559,10,,2,4,4,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,1,1,2306 ADAM C POWELL BOULEVARD,10030,MN-10,40.815567,-73.943522,10,,2,7,1,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,3,2,2308 ADAM C POWELL BOULEVARD,10030,MN-10,40.815619,-73.943483,16,,12,4,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,2,1,,2310 ADAM C POWELL BOULEVARD,10030,MN-10,40.815671,-73.943446,10,,3,1,4,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,5,,,2484 ADAM C POWELL BOULEVARD,10030,MN-10,40.821213,-73.939399,23,,,15,8,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,9,5,204 WEST 133 STREET,10030,MN-10,40.814217,-73.94516,22,1,9,12,,Preservation,2019-06-13
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),17,224,13.2,,4,3,206 WEST 133 STREET,10030,MN-10,40.814236,-73.945203,22,2,8,12,,Preservation,2019-06-13
58887,EAST CHINATOWN HDFC,2,54,27.0,4,11,13,176 ELDRIDGE STREET,10002,MN-03,40.720406,-73.990804,29,6,13,10,,Preservation,2017-06-22
58887,EAST CHINATOWN HDFC,2,54,27.0,1,14,10,180 ELDRIDGE STREET,10002,MN-03,40.720538,-73.990736,25,6,8,11,,Preservation,2017-06-22
67033,CENTRAL HARLEM NCP 1,4,34,8.5,,,7,109 WEST 126 STREET,10027,MN-10,40.808714,-73.945609,7,7,,,,New Construction,
67033,CENTRAL HARLEM NCP 1,4,34,8.5,,,7,313 WEST 112 STREET,10026,MN-10,40.802008,-73.957574,7,7,,,,New Construction,
67033,CENTRAL HARLEM NCP 1,4,34,8.5,2,6,2,136 WEST 137 STREET,10030,MN-10,40.815884,-73.941076,10,,9,,1,New Construction,
67033,CENTRAL HARLEM NCP 1,4,34,8.5,2,6,2,142 WEST 129 STREET,10027,MN-10,40.810937,-73.945127,10,,9,,1,New Construction,
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,5,105,21.0,,7,4,609 WEST 135 STREET,10031,MN-09,40.820362,-73.955672,21,,7,9,5,Preservation,2024-06-05
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,5,105,21.0,,11,2,611 WEST 135 STREET,10031,MN-09,40.820375,-73.955705,21,,8,8,5,Preservation,2024-06-05
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,5,105,21.0,,8,5,615 WEST 135 STREET,10031,MN-09,40.820403,-73.95577,21,,7,10,4,Preservation,2024-06-05
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,5,105,21.0,1,7,3,617 WEST 135 STREET,10031,MN-09,40.820419,-73.955806,21,,7,7,7,Preservation,2024-06-05
73166,PARADISE MANAGEMENT CLUSTER 2.HPO.FY23,5,105,21.0,1,7,3,619 WEST 135 STREET,10031,MN-09,40.820433,-73.955839,21,,7,7,7,Preservation,2024-06-05
59637,VICTOR SANCHEZ HDFC.HRP.FY17,2,42,21.0,,8,10,405 WEST 127 STREET,10027,MN-09,40.812854,-73.953492,18,,2,10,6,Preservation,2018-10-09
59637,VICTOR SANCHEZ HDFC.HRP.FY17,2,42,21.0,2,15,6,409 WEST 127 STREET,10027,MN-09,40.812879,-73.953553,24,1,6,11,,Preservation,2018-10-09
50223,CENTRAL HARLEM HDFC&270 ROCHESTER AVEHDFC,4,77,19.2,,2,18,2480 ADAM C POWELL BOULEVARD,10030,MN-10,40.821117,-73.939468,20,,,5,10,Preservation,2018-10-17
50223,CENTRAL HARLEM HDFC&270 ROCHESTER AVEHDFC,4,77,19.2,1,4,10,261 WEST 116 STREET,10026,MN-10,40.804275,-73.955,16,,,4,12,Preservation,2018-10-17
50223,CENTRAL HARLEM HDFC&270 ROCHESTER AVEHDFC,4,77,19.2,,7,18,234 BRADHURST AVENUE,10039,MN-10,40.828745,-73.939052,25,,1,14,10,Preservation,2018-10-17
50223,CENTRAL HARLEM HDFC&270 ROCHESTER AVEHDFC,4,77,19.2,1,7,7,377 EDGECOMBE AVENUE,10031,MN-09,40.827955,-73.940722,16,,,3,5,Preservation,2018-10-17
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,6,4,2796 FREDERICK DOUGLASS BOULEVARD,10039,MN-10,40.825108,-73.940244,11,5,,6,,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,5,3,2799 FREDERICK DOUGLASS BOULEVARD,10039,MN-10,40.825226,-73.940179,9,5,,,4,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,3,5,2801 FREDERICK DOUGLASS BOULEVARD,10039,MN-10,40.82529,-73.940132,9,,,5,4,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,1,4,3,302 WEST 148 STREET,10039,MN-10,40.824818,-73.940682,10,1,5,4,,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,3,5,304 WEST 148 STREET,10039,MN-10,40.824823,-73.940696,10,1,5,4,,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,5,4,302 WEST 149 STREET,10039,MN-10,40.82546,-73.940266,10,1,1,8,,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,12,9,304 WEST 149 STREET,10039,MN-10,40.825482,-73.940324,24,,2,22,,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,12,8,305 WEST 149 STREET,10039,MN-10,40.825498,-73.940313,24,3,10,10,1,Preservation,2025-07-31
69817,HCCI HP PLAZA HDFC.YR15.FY21,9,117,13.0,,5,4,310 WEST 148 STREET,10039,MN-10,40.824842,-73.94074,10,,2,8,,Preservation,2025-07-31
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,7,11,107 WEST 135 STREET,10030,MN-10,40.814331,-73.941367,18,1,1,10,6,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,6,12,111 WEST 135 STREET,10030,MN-10,40.814383,-73.941493,18,1,1,10,6,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,4,14,115 WEST 135 STREET,10030,MN-10,40.814438,-73.941616,18,1,1,10,6,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,5,19,119 WEST 135 STREET,10030,MN-10,40.81449,-73.941742,24,1,13,10,,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,4,18,123 WEST 135 STREET,10030,MN-10,40.814545,-73.941869,22,,12,10,,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,2,20,127 WEST 135 STREET,10030,MN-10,40.814597,-73.941995,22,,12,10,,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,1,3,18,131 WEST 135 STREET,10030,MN-10,40.814649,-73.942121,22,,12,9,,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,1,17,135 WEST 135 STREET,10030,MN-10,40.814704,-73.942248,18,1,1,10,6,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,1,17,139 WEST 135 STREET,10030,MN-10,40.814756,-73.942371,18,1,1,10,6,Preservation,2022-11-23
68585,WEST 135TH STREET APARTMENTS,10,198,19.8,,2,16,143 WEST 135 STREET,10030,MN-10,40.814938,-73.9428,18,1,1,10,6,Preservation,2022-11-23
66573,HP 451 EAST 116TH STREET HDFC. HPO.FY19,2,53,26.5,1,1,15,451 EAST 116 STREET,10029,MN-11,40.79525,-73.933601,28,,12,16,,Preservation,2019-04-04
66573,HP 451 EAST 116TH STREET HDFC. HPO.FY19,2,53,26.5,,3,10,301 PLEASANT AVENUE,10035,MN-11,40.795105,-73.933131,25,,,15,10,Preservation,2019-04-04
66805,TRIPLE HDFC.HPO.FY19,3,69,23.0,,,8,2232 1 AVENUE,10029,MN-11,40.794966,-73.936151,8,,,8,,Preservation,2019-10-11
66805,TRIPLE HDFC.HPO.FY19,3,69,23.0,1,,12,2295 1 AVENUE,10035,MN-11,40.797408,-73.934393,13,,,13,,Preservation,2019-08-26
66805,TRIPLE HDFC.HPO.FY19,3,69,23.0,,,35,235 EAST 105 STREET,10029,MN-11,40.79053,-73.944284,48,3,22,23,,Preservation,2019-10-11
51143,Edward Dozier HDFC,3,58,19.3,,10,8,1488 AMSTERDAM AVENUE,10031,MN-09,40.817942,-73.95295,18,,2,15,1,Preservation,2017-07-14
51143,Edward Dozier HDFC,3,58,19.3,1,10,7,1492 AMSTERDAM AVENUE,10031,MN-09,40.818022,-73.952888,18,,2,15,1,Preservation,2017-07-14
51143,Edward Dozier HDFC,3,58,19.3,,12,10,1496 AMSTERDAM AVENUE,10031,MN-09,40.818104,-73.952831,22,,6,16,,Preservation,2017-07-14
68942,GENESIS MMN1901.FY26 - PROJECT 1 - LIHTC,4,54,13.5,,8,1,220 LENOX AVENUE,10027,MN-10,40.805303,-73.947277,9,,8,1,,Preservation,
68942,GENESIS MMN1901.FY26 - PROJECT 1 - LIHTC,4,54,13.5,,5,6,205 WEST 115 STREET,10026,MN-10,40.802729,-73.953463,11,3,,8,,Preservation,
68942,GENESIS MMN1901.FY26 - PROJECT 1 - LIHTC,4,54,13.5,,2,8,203 WEST 131 STREET,10027,MN-10,40.812949,-73.946028,10,1,,,9,Preservation,
68942,GENESIS MMN1901.FY26 - PROJECT 1 - LIHTC,4,54,13.5,,15,9,33 WEST 138 STREET,10037,MN-10,40.815317,-73.937739,24,2,22,,,Preservation,
78014,GENESIS MMN1901.FY26 - PROJECT 2 - NON-LIHTC,3,27,9.0,,,1,222 LENOX AVENUE,10027,MN-10,40.805366,-73.94723,8,3,3,1,1,Preservation,
78014,GENESIS MMN1901.FY26 - PROJECT 2 - NON-LIHTC,3,27,9.0,,,1,77 LENOX AVENUE,10026,MN-10,40.800625,-73.950719,9,,,5,4,Preservation,
78014,GENESIS MMN1901.FY26 - PROJECT 2 - NON-LIHTC,3,27,9.0,,,2,358 WEST 116 STREET,10026,MN-10,40.805178,-73.957189,10,1,4,5,,Preservation,
66663,104-106 WEST 139 STREET CLUSTER,4,58,14.5,,,10,104 WEST 139 STREET,10030,MN-10,40.816857,-73.939482,10,1,1,4,3,Preservation,
66663,104-106 WEST 139 STREET CLUSTER,4,58,14.5,,,19,150 WEST 141 STREET,10030,MN-10,40.818504,-73.939546,19,9,1,9,,Preservation,
66663,104-106 WEST 139 STREET CLUSTER,4,58,14.5,,,18,135 WEST 142 STREET,10030,MN-10,40.819067,-73.938917,18,,5,1,8,Preservation,
66663,104-106 WEST 139 STREET CLUSTER,4,58,14.5,,,11,106 WEST 139 STREET,10030,MN-10,40.816915,-73.939627,11,2,1,4,3,Preservation,
61846,PARK AVE - E 129 STREET CLUSTER,2,40,20.0,,20,,51 EAST 129 STREET,10035,MN-11,40.808096,-73.938331,30,,1,,13,Preservation,
61846,PARK AVE - E 129 STREET CLUSTER,2,40,20.0,,7,,1263 PARK AVENUE,10029,MN-11,40.787585,-73.951791,10,,,10,,Preservation,
76387,88 MARBLE HILL AVENUE,2,16,8.0,,,,86 MARBLE HILL AVENUE,10463,MN-12,40.876661,-73.909444,8,,3,,,New Construction,
76387,88 MARBLE HILL AVENUE,2,16,8.0,,,,88 MARBLE HILL AVENUE,10463,MN-12,40.876705,-73.909429,8,,3,,,New Construction,
69296,WEST 120-126 STREET CLUSTER,4,48,12.0,,3,5,2350 FREDERICK DOUGLASS BOULEVARD,10027,MN-10,40.810934,-73.9506,8,,,,8,Preservation,
69296,WEST 120-126 STREET CLUSTER,4,48,12.0,,11,14,204 WEST 120 STREET,10027,MN-10,40.805939,-73.951044,25,1,8,16,,Preservation,
69296,WEST 120-126 STREET CLUSTER,4,48,12.0,,2,3,150 WEST 121 STREET,10027,MN-10,40.805812,-73.948797,5,,5,,,Preservation,
69296,WEST 120-126 STREET CLUSTER,4,48,12.0,,6,4,305 WEST 126 STREET,10027,MN-10,40.810975,-73.950972,10,,,10,,Preservation,
65470,110 LENOX AVENUE CLUSTER,4,55,13.8,,,,1971 ADAM C POWELL BOULEVARD,10026,MN-10,40.804855,-73.951319,10,,,,10,Preservation,
65470,110 LENOX AVENUE CLUSTER,4,55,13.8,,,,128 WEST 116 STREET,10026,MN-10,40.802491,-73.950815,10,,1,5,4,Preservation,
65470,110 LENOX AVENUE CLUSTER,4,55,13.8,,,,72 WEST 116 STREET,10026,MN-10,40.80173,-73.949006,17,,2,4,8,Preservation,
65470,110 LENOX AVENUE CLUSTER,4,55,13.8,,8,,102 WEST 119 STREET,10026,MN-10,40.804165,-73.948788,18,,4,8,,Preservation,
72709,9 FORT WASHINGTON PHASE II,2,50,25.0,,,,9 FT WASHINGTON AVENUE,10032,MN-12,40.835584,-73.944496,25,,6,11,8,Preservation,2026-01-21
72709,9 FORT WASHINGTON PHASE II,2,50,25.0,,,,609 WEST 158 STREET,10032,MN-12,40.83503,-73.945255,25,,,17,8,Preservation,
73193,SITE 15 HEIGHLINER PORTFOLIO YR15.FY23,6,87,14.5,,12,3,203 WEST 148 STREET,10039,MN-10,40.823795,-73.938193,15,2,5,8,,Preservation,2023-06-02
73193,SITE 15 HEIGHLINER PORTFOLIO YR15.FY23,6,87,14.5,,10,4,205 WEST 148 STREET,10039,MN-10,40.823812,-73.938233,15,2,5,8,,Preservation,2023-06-02
73193,SITE 15 HEIGHLINER PORTFOLIO YR15.FY23,6,87,14.5,,14,1,207 WEST 148 STREET,10039,MN-10,40.823828,-73.938273,15,2,5,8,,Preservation,2023-06-02
73193,SITE 15 HEIGHLINER PORTFOLIO YR15.FY23,6,87,14.5,,10,4,209 WEST 148 STREET,10039,MN-10,40.823845,-73.938312,15,,6,7,2,Preservation,2023-06-02
73193,SITE 15 HEIGHLINER PORTFOLIO YR15.FY23,6,87,14.5,,14,1,211 WEST 148 STREET,10039,MN-10,40.823861,-73.938352,15,,4,11,,Preservation,2023-06-02
73193,SITE 15 HEIGHLINER PORTFOLIO YR15.FY23,6,87,14.5,,10,,215 WEST 148 STREET,10039,MN-10,40.823894,-73.938432,12,,4,8,,Preservation,2023-06-02
66225,MORNINGSIDE CLUSTER,3,36,12.0,,,,384 MANHATTAN AVENUE,10026,MN-10,40.805197,-73.956687,9,,,1,8,Preservation,
66225,MORNINGSIDE CLUSTER,3,36,12.0,,,,494 MANHATTAN AVENUE,10027,MN-10,40.807947,-73.95468,9,,9,,,Preservation,
66225,MORNINGSIDE CLUSTER,3,36,12.0,,,,357 WEST 115 STREET,10026,MN-10,40.804481,-73.957623,18,,,8,10,Preservation,
73206,2750 & 2754 FREDERICK DOUGLAS BOULEVARD APARTMENTS,2,27,13.5,,,,2750 FREDERICK DOUGLASS BLVD,10039,MN-10,40.823599,-73.941348,14,,3,2,,New Construction,2023-03-27
73206,2750 & 2754 FREDERICK DOUGLAS BOULEVARD APARTMENTS,2,27,13.5,,,,2754 FREDERICK DOUGLASS BLVD,10039,MN-10,40.823706,-73.941268,13,,4,,,New Construction,2023-05-05
67442,505 WEST 134 STREET CLUSTER,3,69,23.0,,10,,505 WEST 134 STREET,10031,MN-09,40.81842,-73.953141,19,,,18,1,Preservation,2024-06-17
67442,505 WEST 134 STREET CLUSTER,3,69,23.0,,17,,523 WEST 134 STREET,10031,MN-09,40.818868,-73.954214,25,,1,16,8,Preservation,2024-06-17
67442,505 WEST 134 STREET CLUSTER,3,69,23.0,,16,,527 WEST 134 STREET,10031,MN-09,40.818895,-73.954272,25,,3,16,6,Preservation,2025-03-17
64689,NME III,2,52,26.0,,,,207 WEST 140 STREET,10030,MN-10,40.818736,-73.941995,21,,10,11,,New Construction,2024-05-17
64689,NME III,2,52,26.0,,,,304 WEST 150 STREET,10039,MN-10,40.826069,-73.939785,31,1,11,8,11,New Construction,2025-04-29
64543,LOWER EAST SIDE CLUSTER,3,44,14.7,,,,195 AVENUE C,10009,MN-03,40.727,-73.976715,9,1,,8,,Preservation,2023-12-22
64543,LOWER EAST SIDE CLUSTER,3,44,14.7,,,,406 EAST 10 STREET,10009,MN-03,40.725658,-73.977032,21,,1,9,10,Preservation,2023-11-15
64543,LOWER EAST SIDE CLUSTER,3,44,14.7,,,,533 EAST 11 STREET,10009,MN-03,40.728085,-73.980907,14,4,,6,4,Preservation,2023-12-18
65433,2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER,3,36,12.0,,,,2274 ADAM C POWELL BOULEVARD,10030,MN-10,40.814447,-73.94434,7,,6,,,Preservation,2024-03-19
65433,2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER,3,36,12.0,,,,24 WEST 132 STREET,10037,MN-10,40.811258,-73.940004,10,,,10,,Preservation,2024-03-19
65433,2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER,3,36,12.0,,,,202 WEST 133 STREET,10030,MN-10,40.814198,-73.945117,19,,11,7,,Preservation,2024-03-29
65467,EHEBCLT,4,38,9.5,,,,2203 3 AVENUE,10035,MN-11,40.8006,-73.938067,5,2,,3,,Preservation,
65467,EHEBCLT,4,38,9.5,,7,,2018 ADAM C POWELL BOULEVARD,10027,MN-10,40.806268,-73.950314,14,,,10,4,Preservation,
65467,EHEBCLT,4,38,9.5,,3,,53 EAST 110 STREET,10029,MN-11,40.796032,-73.947328,9,,,9,,Preservation,
65467,EHEBCLT,4,38,9.5,,4,,304 EAST 126 STREET,10035,MN-11,40.803196,-73.93256,10,,,10,,Preservation,
68231,MMN1902 - LEMLE WEST 117 STREET,2,41,20.5,,12,14,138 WEST 117 STREET,10026,MN-10,40.803422,-73.95093,27,4,11,11,1,Preservation,2023-03-29
68231,MMN1902 - LEMLE WEST 117 STREET,2,41,20.5,,5,9,264 WEST 117 STREET,10026,MN-10,40.804711,-73.953978,14,4,5,4,1,Preservation,2022-06-16
48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,2,21,10.5,,,10,204 AVENUE A,10009,MN-03,40.729512,-73.981,10,,8,2,,New Construction,2025-03-11
48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,2,21,10.5,,,,535 EAST 12 STREET,10009,MN-03,40.728708,-73.980405,11,1,10,,,New Construction,2024-03-01
61840,LENOX AVENUE CLUSTER (ANCP),5,55,11.0,,,,406 LENOX AVENUE,10037,MN-10,40.811095,-73.943049,9,,,9,,Preservation,2022-12-29
61840,LENOX AVENUE CLUSTER (ANCP),5,55,11.0,,,,424 LENOX AVENUE,10037,MN-10,40.81174,-73.942579,7,,4,3,,Preservation,2022-01-31
61840,LENOX AVENUE CLUSTER (ANCP),5,55,11.0,,,,426 LENOX AVENUE,10037,MN-10,40.811779,-73.94255,7,,3,4,,Preservation,2022-02-14
61840,LENOX AVENUE CLUSTER (ANCP),5,55,11.0,,,,432 LENOX AVENUE,10037,MN-10,40.811899,-73.94246,3,,,3,,Preservation,2022-03-25
61840,LENOX AVENUE CLUSTER (ANCP),5,55,11.0,,,,135 WEST 132 STREET,10027,MN-10,40.812676,-73.94337,29,5,1,12,11,Preservation,2024-04-27
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,4,58,14.5,,3,13,2488 ADAM C POWELL BOULEVARD,10030,MN-10,40.821307,-73.93933,16,,6,9,1,Preservation,2022-12-14
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,4,58,14.5,,6,7,2794 FREDERICK DOUGLASS BOULEVARD,10039,MN-10,40.825021,-73.940306,13,,3,5,5,Preservation,2023-04-25
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,4,58,14.5,,11,1,2110 AMSTERDAM AVENUE,10032,MN-12,40.837711,-73.938498,13,4,,9,,Preservation,2023-05-02
48143,MMN1802 - CLOTH AMSTERDAM AVENUE,4,58,14.5,,7,9,2185 AMSTERDAM AVENUE,10032,MN-12,40.840085,-73.936743,16,5,,10,1,Preservation,2023-05-02
60784,105TH STREET & AMSTERDAM AVENUE PROJECT,2,28,14.0,,,,981 AMSTERDAM AVENUE,10025,MN-07,40.801832,-73.964679,13,,,13,,Preservation,2022-11-23
60784,105TH STREET & AMSTERDAM AVENUE PROJECT,2,28,14.0,,,,107 WEST 105 STREET,10025,MN-07,40.798698,-73.963654,15,,,15,,Preservation,2022-12-03
68551,614-20 EAST 9 STREET HDFC,4,32,8.0,,,,614 EAST 9 STREET,10009,MN-03,40.725925,-73.979515,8,,,8,,Preservation,2019-02-28
68551,614-20 EAST 9 STREET HDFC,4,32,8.0,,,,616 EAST 9 STREET,10009,MN-03,40.725914,-73.979486,8,,,8,,Preservation,2019-02-28
68551,614-20 EAST 9 STREET HDFC,4,32,8.0,,,,618 EAST 9 STREET,10009,MN-03,40.7259,-73.979453,8,,,8,,Preservation,2019-02-28
68551,614-20 EAST 9 STREET HDFC,4,32,8.0,,,,620 EAST 9 STREET,10009,MN-03,40.725889,-73.979424,8,,,8,,Preservation,2019-02-28
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,10,32,3.2,,,,118 EAST 117 STREET,10035,MN-11,40.799663,-73.942004,4,,,,4,Preservation,2018-07-18
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,10,32,3.2,,,,217 EAST 118 STREET,10035,MN-11,40.799011,-73.938455,3,,,,3,Preservation,2018-07-18
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,10,32,3.2,,,,219 EAST 118 STREET,10035,MN-11,40.798997,-73.938426,3,,,,3,Preservation,2018-07-18
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,10,32,3.2,,,,425 EAST 118 STREET,10035,MN-11,40.79701,-73.933725,3,,,,3,Preservation,2018-07-18
