"lottery_id","lottery_name","development_type","reporting_construction_type","unit_count","hpd_building_id","hc_building_id","house_number","street_name","borough","unit_distribution_studio","unit_distribution_1bed","unit_distribution_2bed","unit_distribution_3bed","unit_distribution_4bed","applied_income_ami_ext_low","applied_income_ami_very_low","applied_income_ami_low","applied_income_ami_moderate","applied_income_ami_middle","applied_income_ami_above","address_zipcode","address_latitude","address_longitude","address_communitydistrict","address_citycouncildistrict","address_buildingidentificationnumber","address_bbl","address_censustrack2020","address_nta2020"
"2363","1634 Church Avenue - Units Still Available","Rental","New Construction","4","998358","3921","1634","Church Ave","BK",,"4",,,,,,,,"4",,"11226","40.648856","-73.964536","314","40","3426423","3050977501","512","BK1401"
"4256","2008 Crotona Avenue Apartments","Rental","New Construction","3","59859","6456","2008","CROTONA AVENUE","BX",,"1","2",,,,,,,"3",,"10457","40.846933","-73.889836","206","15","2012657","2030950006","371","BX0602"
"3026","1516 Park Avenue Apartments","Rental","New Construction","18","1012937","4569","1516","Park Ave","MN","6","9","3",,,,,,,"18",,"10029","40.796182","-73.945973","111","08","1051619","1016160036","17402","MN1101"
"4538","Fabric Astoria 45th Street Apartments","Rental","New Construction","20","995280","6657","22-51","45th St","QN","2","6","10","2",,,,"19",,"1",,"11105","40.769915","-73.904267","401","22","4000000","4007697502","137","QN0101"
"4932","ATTORNEY STREET APARTMENTS","Rental","New Construction","196","1003757","6846","165","Broome St","MN","23","87","64","22",,"34","46","116",,,,"10002","40.71672","-73.985646","103","01","1090663","1003417501","1402","MN0302"
"7278","622 11th Avenue Apartments","Rental","New Construction","22","1016882","7711","622","11th Ave","MN","4","5","13",,,,,"22",,,,"10036","40.76317","-73.996596","104","03","1000000","1010740063","12901","MN0402"
"7207","2250 Aqueduct Avenue Apartments","Rental","New Construction","17","0","7648","2250","Aqueduct Ave","BX","4",,"12","1",,,,,,"17",,"10453","40.858874","-73.907263","205","14","2000000","2032080031","251","BX0501"
"7161","The Somerly","Rental","New Construction","9","297761","7592","48","Somers St","BK","1","7","1",,,,,,,"9",,"11233","40.678863","-73.910181","316","37","3000000","3015420006","369","BK1601"
"5290","Shepherd Glenmore","Rental","New Construction","40","0","7076","365","Shepherd Ave","BK","15","20","5",,,"13","10","17",,,,"11208","40.675765","-73.8812","305","37","3000000","3039890001","1166","BK0502"
"3939","101 Macombs Place Apartments","Rental","New Construction","9","24526","6228","101","MACOMBS PLACE","MN",,"7","2",,,,,,,"9",,"10039","40.827809","-73.935425","110","09","1060632","1020400023","236","MN1002"
"7217","Grant TPT Apartments","Rental","New Construction","6","55756","7663","1033","CAULDWELL AVENUE","BX",,"5","1",,,,,"6",,,,"10456","40.826021","-73.905744","203","17","2004405","2026220052","18502","BX0301"
"7246","Beach Channel House","Rental","New Construction","37","0","7687","60-14","Beach Channel Dr","QN","9","8","20",,,,,,,"37",,"11692","40.593697","-73.79005","414","31","4000000","4160130001","964","QN1402"
"2249","38 Stratford Road Apartments","Rental","New Construction","5","1003772","3707","38","Stratford Rd","BK",,"3","2",,,,,,,"5",,"11218","40.647943","-73.969499","314","40","3428920","3050710022","506","BK1402"
"4953","2136 Matthews Avenue Apartments","Rental","New Construction","5","0","6874","2136","Matthews Ave","BX",,"3","2",,,,,,,"5",,"10462","40.855064","-73.862903","211","13","2000000","2043230012","228","BX1101"
"7287","El Hogar aka Comunilife Tiebout","Rental","New Construction","32","0","7728","2444","Tiebout Ave.","BX","27","5",,,,,"32",,,,,"10458","40.860335","-73.895537","205","15","2000000","2030220054","39902","BX0503"
"1953","2655 East 23rd Street Apartments","Rental","New Construction","4","1001681","3509","2655","EAST 23 STREET","BK","1","3",,,,,,,,"4",,"11235","40.587495","-73.946534","315","48","3205174","3074680076","600","BK1503"
"2941","781 Fountain Avenue Apartments","Rental","New Construction","3","1004815","4516","781","FOUNTAIN AVENUE","BK","1","2",,,,,,,,"3",,"11208","40.661208","-73.867753","305","42","3390867","3045650074","1220","BK0505"
"2926","Victory Commons aka Victory Baptist","Rental","New Construction","79","989112","4498","1007","Union Ave","BX","6","40","26","7",,"18","17","44",,,,"10459","40.824022","-73.901339","203","17","2129155","2026690080","133","BX0301"
"7241","972 Bushwick Avenue Apartments","Rental","New Construction","13","0","7683","972","Bushwick Ave","BK","1","5","7",,,,,,,"13",,"11221","40.692288","-73.923069","304","37","3000000","3032940026","395","BK0402"
"2887","802 Howard Avenue Apartments","Rental","New Construction","3","865013","4478","802","HOWARD AVENUE","BK",,"3",,,,,,,,"3",,"11212","40.662203","-73.918584","316","41","3081797","3035650042","892","BK1704"
"4593","1308 - 1314 Lincoln Place Apartments","Rental","New Construction","8","1014296","6699","1308","Lincoln Pl","BK",,"8",,,,,,,,"8",,"11213","40.66984","-73.933004","308","35","3418116","3013900015","35101","BK0802"
"7226","1601 DeKalb","Rental","New Construction","81","1008223","7522","1601","DEKALB AVENUE","BK","33","24","6","18",,,"15","20","46",,,"11237","40.703756","-73.919792","304","37","3428633","3032370023","445","BK0401"
"2296","310 Graham Avenue - Waiting List","Rental","New Construction","8","976524","3791","310","GRAHAM AVENUE","BK",,"2","3","3",,,,,,"8",,"11211","40.713194","-73.944154","301","34","3338163","3027710001","495","BK0104"
"4448","88 Bay 34 Street Apartments","Rental","New Construction","3","202461","6583","88","BAY 34 STREET","BK",,,"3",,,,,,,"3",,"11214","40.598138","-73.992946","311","43","3253861","3068730047","302","BK1103"
"1769","875 Dekalb Avenue - Units Still Available","Rental","New Construction","6","974874","3294","875","DEKALB AVENUE","BK",,"1","5",,,,,,,"6",,"11221","40.692516","-73.941488","303","36","3418329","3017770054","281","BK0302"
"1789","165 Stockholm Street","Rental","New Construction","2","377604","3248","165","Stockholm St","BK",,"2",,,,,,,,"2",,"11237","40.699603","-73.9227","304","37","3402017","3032467501","429","BK0401"
"3011","1537, 1539, 1541 Dean Street Apartments","Rental","New Construction","3","230944","4557","1541","Dean St","BK",,"1","2",,,,,,,"3",,"11213","40.676179","-73.93692","308","36","3427320","3013407505","311","BK0802"
"4586","645 East 9th Street Apartments","Rental","New Construction","3","0","6640","645","E 9th St","MN",,"2","1",,,,,"1",,"2",,"10009","40.725754","-73.979064","103","02","1091060","1003920040","28","MN0303"
"2251","455 Onderdonk Avenue Apartments","Rental","New Construction","5","1004154","3790","455","ONDERDONK AVENUE","QN",,"3","2",,,,,,,"5",,"11385","40.707108","-73.91248","405","34","4081279","4034030009","591","QN0502"
"7323","406 Remsen Avenue Apartments","Rental","New Construction","31","0","7775","406","Remsen Ave","BK","7","8","16",,,,,"26",,"5",,"11212","40.655747","-73.92327","317","41","3000000","3046630004","864","BK1703"
"4899","Park Lane Senior Apartments","Rental","New Construction","80","1003176","6832","1940","Turnbull Ave","BX","80",,,,,,"80",,,,,"10473","40.822884","-73.857564","209","18","2130573","2036720030","16","BX0902"
"2475","Rise LIC","Rental","New Construction","31","1001725","4035","2917","40th Ave","QN","8","11","10","2",,,,"19",,"12",,"11101","40.752206","-73.935379","401","26","4623074","4003990034","31","QN0105"
"4017","210 Clarkson Avenue Apartments","Rental","New Construction","40","1011107","6323","210","Clarkson Ave","BK",,"29","11",,,,,,,"40",,"11226","40.655272","-73.952477","317","40","3427328","3050660011","820","BK1701"
"2183","26-02 4th Street Apartments","Rental","New Construction","14","1000196","3664","26-02","4 STREET","QN","1","9","3","1",,,,,,"14",,"11102","40.775924","-73.932753","401","22","4618329","4009100023","87","QN0102"
"2811","The Dime-Units Still Available","Rental","New Construction","17","0","4435","251","S 5th St","BK","5","12",,,,,,,,"17",,"11211","40.709489","-73.95865","301","34","3000000","3024477501","525","BK0102"
"2737","170-22 Cedarcroft Road Apartments","Rental","New Construction","3","991691","4367","170-22","CEDARCROFT ROAD","QN",,"1","2",,,,,,,"3",,"11432","40.711826","-73.792235","408","24","4210575","4098440017","458","QN0804"
"2563","Rockaway Village Apartments","Rental","New Construction","151","1004369","4048","1720","Village Lane","QN","15","59","55","22",,"12","42","59","38",,,"11691","40.605441","-73.753441","414","31","4623292","4155377501","103202","QN1401"
"3324","2057 Strauss Street Apartments","Rental","New Construction","3","1008575","5811","2057","STRAUSS STREET","BK",,"3",,,,,,,,"3",,"11212","40.663786","-73.915042","316","41","3429436","3035550007","898","BK1602"
"7167","66 East 177th Street Apartments","Rental","New Construction","11","1017602","7562","66","E 177th St","BX","4","5","2",,,,,"11",,,,"10453","40.849804","-73.908732","205","14","2000000","2028270044","23301","BX0502"
"2233","111 East 115th Street Apartments - Waiting List","Rental","New Construction","10","966845","3753","111","EAST 115 STREET","MN","1","4","5",,,,,,,"10",,"10029","40.79844","-73.943295","111","08","1089702","1016430005","182","MN1102"
"2752","2524 Albemarle Road Apartments","Rental","New Construction","2","1005024","4378","2524","ALBEMARLE ROAD","BK",,"2",,,,,,,,"2",,"11226","40.64796","-73.953416","317","40","3426579","3051280006","794","BK1701"
"7160","33 Bedford Park Boulevard Apartments","Rental","New Construction","6","1017680","7587","33","BEDFORD PARK BOULEVARD","BX",,"6",,,,,,,,"6",,"10468","40.87265","-73.888477","207","14","2017303","2033100002","411","BX0702"
"2527","825 Dekalb Avenue Apartments","Rental","New Construction","12","1002402","4083","825","Dekalb Ave","BK",,"12",,,,,,,,"12",,"11221","40.692286","-73.943493","303","36","3424850","3017767504","261","BK0301"
"3009","2333 Beaumont Avenue Apartments","Rental","New Construction","4","49154","4552","2333","BEAUMONT AVENUE","BX","4",,,,,,,,,"4",,"10458","40.853101","-73.885","206","15","2012525","2030890049","391","BX0603"
"3785","36-10 31st Street Apartments","Rental","New Construction","13","418155","6135","36-10","31 STREET","QN","3","9","1",,,,,,,"13",,"11106","40.756229","-73.930052","401","26","4007869","4005997501","51","QN0105"
"7184","340 & 342  Melrose Street Apartments","Rental","New Construction","3","0","7620","340","Melrose St","BK",,"3",,,,,,,,"3",,"11237","40.703485","-73.928228","304","34","3000000","3031650021","427","BK0401"
"2579","One Archer","Rental","New Construction","95","0","4213","160-05","Archer Ave","QN","22","56","17",,,,,,,"95",,"11433","40.702792","-73.798221","412","27","4000000","4101010150","44601","QN1201"
"4429","8623 Flatlands Avenue","Rental","New Construction","4","1010341","6574","8623","Flatlands Ave","BK","1","1","2",,,,,,,"4",,"11236","40.638499","-73.908671","318","46","3428996","3080070001","958","BK1803"
"3457","46 Stockholm Street Apartments","Rental","New Construction","2","377737","5868","46","Stockholm St","BK",,"1","1",,,,,,,"2",,"11221","40.696204","-73.926003","304","34","3428829","3032540011","421","BK0401"
"3762","The Biltmore","Rental","New Construction","24","823372","6078","271","WEST 47 STREET","MN","24",,,,,,,,,"24",,"10036","40.760048","-73.986608","105","03","1086225","1010190001","125","MN0502"
"4065","912 Broadway Apartments - Unit Still Available","Rental","New Construction","4","1007824","6360","912","BROADWAY","BK",,,"4",,,,,,,"4",,"11206","40.697561","-73.936305","303","36","3398091","3015847501","287","BK0302"
"4907","388 Vernon Avenue Apartments","Rental","New Construction","3","1012784","6792","388","VERNON AVENUE","BK",,"3",,,,,,,,"3",,"11206","40.696172","-73.935647","303","36","3394657","3015890035","287","BK0302"
"2391","Raven Hall","Rental","New Construction","138","985808","3948","2006","SURF AVENUE","BK","39","65","15","19",,,"22","94","22",,,"11224","40.57482","-73.986829","313","47","3424222","3070727501","352","BK1302"
"4904","88 North 1st Street Apartments","Rental","New Construction","14","0","6831","88","N 1st St","BK","11","3",,,,,,,,"14",,"11249","40.716105","-73.963393","301","34","3000000","3023790009","555","BK0102"
"2187","209 211 213 Troy Avenue - Units Still Available","Rental","New Construction","3","994574","3828","209","TROY AVENUE","BK",,,"3",,,,,,,"3",,"11213","40.672301","-73.936358","308","36","3036409","3013710007","345","BK0802"
"1760","22-22 Steinway Street - Units Still Available","Rental","New Construction","2","994398","3279","22-22","Steinway St","QN",,"2",,,,,,,,"2",,"11105","40.772316000000004","-73.90673","401","22","4617838","4008050041","119","QN0101"
"2203","1728 Townsend Avenue Apartments","Rental","New Construction","7","991477","3745","1728","TOWNSEND AVENUE","BX","3","4",,,,,,,,"7",,"10453","40.846922","-73.911743","205","14","2129185","2028490063","22701","BX0502"
"5353","Kent Avenue Apartments aka 346 Kent Avenue","Rental","New Construction","120","0","7093","346","KENT AVENUE","BK","30","54","33","3",,,,,,"120",,"11249","40.712846","-73.967633","301","33","3425050","3024147502","551","BK0102"
"2306","2015 Vyse Avenue Apartments","Rental","New Construction","9","999436","3877","2015","VYSE AVENUE","BX",,"4","5",,,,,,,"9",,"10460","40.842358","-73.881867","206","15","2128795","2031270023","363","BX0601"
"4136","505 State Street","Rental","New Construction","45","994953","6415","100","Flatbush Ave","BK","5","32","6","2",,,"18","18","9",,,"11217","40.685511","-73.978525","302","33","3429537","3001747502","39","BK0202"
"5392","Ray Harlem","Rental","New Construction","58","998761","7121","2035","5th Ave","MN","24","27","7",,,,"23","23",,"12",,"10035","40.806868","-73.941922","111","09","1000000","1017500001","198","MN1102"
"1826","NEHEMIAH SPRING CREEK 4B-2","Rental","Preservation","6","985150","3340","129","Gateway Dr","BK",,,"6",,,,"3","3",,,,"11239","40.652864","-73.877042","305","42","3421884","3044520155","107001","BK0504"
"2248","The Arches - Units Still Available","Rental","New Construction","60","997633","3775","228","EAST 135 STREET","BX","1","25","34",,,,,,,"60",,"10451","40.809881","-73.930252","201","08","2129363","2023197501","51","BX0101"
"3249","Melrose North Apartments","Rental","New Construction","67","994395","4741","341","E 162nd St","BX",,"36","25","6",,,"26","41",,,,"10451","40.825249","-73.914796","203","16","2129469","2024097501","143","BX0401"
"7325","52 4th Avenue Apartments","Rental","New Construction","19","1002306","7780","52","4th Ave","BK",,"17","2",,,,"7","8",,"4",,"11217","40.683038","-73.979261","302","33","3000000","3001980036","39","BK0202"
"7239","The Chelsea ANCP Cooperatives","Owner","New Construction","21","0","7678","170","W 22nd St","MN","9","10","2",,,,,,"21",,,"10011","40.743004","-73.995143","104","03","1000000","1007970080","87","MN0401"
"7213","150-11 41st Avenue Apartments","Rental","New Construction","3","0","7656","150-11","41st Ave","QN",,"2","1",,,,,,,"3",,"11354","40.762923","-73.813478","407","20","4000000","4050340012","1167","QN0704"
"7184","340 & 342  Melrose Street Apartments","Rental","New Construction","2","0","7621","342","Melrose St","BK","1","1",,,,,,,,"2",,"11237","40.703512","-73.928199","304","34","3000000","3031650022","427","BK0401"
"4925","62 Martense Street Apartments","Rental","New Construction","3","1013455","6856","62","Martense St","BK",,"2","1",,,,,,,"3",,"11226","40.65131","-73.956909","314","40","3429414","3050890131","79602","BK1401"
"5060","3187 Grand Concourse Avenue Apartments","Rental","New Construction","10","1010365","6922","3187","GRAND CONCOURSE","BX","4","6",,,,,,,,"10",,"10468","40.876341","-73.885774","207","11","2128709","2033110068","411","BX0702"
"7292","214-33 41st Avenue Apartments - Units Still Available","Rental","Preservation","2","1017082","7739","214-33","41 AVENUE","QN",,"2",,,,,,,,"2",,"11361","40.763701","-73.770396","411","19","4623899","4062880035","1123","QN1102"
"2318","143 Woodbine Street - Units Still Available","Rental","New Construction","3","983826","3885","143","WOODBINE STREET","BK",,"3",,,,,,,,"3",,"11221","40.692509","-73.916772","304","37","3076596","3033500039","417","BK0402"
"3198","555 Tenth Avenue - Waiting List","Rental","New Construction","150","948170","4668","555","10 AVENUE","MN","25","83","37","5",,,"60","60","30",,,"10018","40.758861","-73.996044","104","03","1089722","1010697501","117","MN0401"
"4752","154 Lenox Road Apartments","Rental","New Construction","13","0","6772","154","Lenox Rd","BK",,"6","7",,,,,,,"13",,"11226","40.653873","-73.954424","317","40","3000000","3050840038","822","BK1701"
"7216","2425 Pacific Street Apartments","Rental","New Construction","93","0","7660","2425","Pacific St","BK",,"34","31","28",,"12","25","56",,,,"11233","40.675244","-73.905081","316","37","3000000","3014370046","36502","BK1601"
"7284","313 East 17th Street Apartments","Rental","New Construction","22","12242","7725","313","EAST 17 STREET","MN","1","10","11",,,,"5","10","7",,,"10003","40.734047","-73.983034","106","02","1020430","1009230011","48","MN0602"
"2138","334 Evergreen Avenue Apartment","Rental","New Construction","3","998965","3647","334","EVERGREEN AVENUE","BK",,"1","2",,,,,,,"3",,"11221","40.694952","-73.925183","304","34","3074364","3032640030","395","BK0402"
"4837","3327 White Plains Road Apartments","Rental","New Construction","7","1013791","6802","3327","White Plains Rd","BX","1","3","3",,,,,,,"7",,"10467","40.874054","-73.867083","212","12","2130528","2046240049","374","BX1201"
"1732","1035 Cortelyou Road Apartments","Rental","New Construction","3","226401","2968","1035","CORTELYOU ROAD","BK",,,"3",,,,,,,"3",,"11218","40.639418","-73.968451","314","39","3118198","3051417502","1522","BK1402"
"1994","383 12th Street Apartments","Rental","New Construction","3","138028","3525","383","12 STREET","BK",,"3",,,,,,,,"3",,"11215","40.665573","-73.984057","306","39","3023038","3010240063","151","BK0602"
"3930","The 88 aka 153-10 88th Avenue Apartments","Rental","New Construction","67","667726","6231","153-10","JAMAICA AVENUE","QN","18","35","14",,,,,"44",,"23",,"11432","40.702807","-73.802023","412","27","4315254","4100970010","240","QN1201"
"3169","597 Marcy Avenue Apartments","Rental","New Construction","7","979575","4695","597","Marcy Ave","BK","1","3","3",,,,,"4",,"3",,"11206","40.694529","-73.949027","303","36","3426256","3017597501","25901","BK0301"
"7273","134 Erasmus Street Apartments","Rental","New Construction","9","0","7706","134","Erasmus St","BK",,"5","4",,,,,,,"9",,"11226","40.649718","-73.951018","317","40","3117318","3051080021","824","BK1701"
"3135","27-15 27th Street Apartments","Rental","New Construction","3","413435","4633","27-15","27 STREET","QN",,"3",,,,,,,,"3",,"11102","40.769446","-73.923269","401","22","4006903","4005750040","71","QN0103"
"2543","595 New York Avenue Apartments","Rental","New Construction","5","343998","4134","595","New York Ave","BK",,"3","2",,,,,,,"5",,"11203","40.659966","-73.94763","309","40","3106949","3048020001","810","BK0902"
"2351","1492 Bryant Avenue Apartments","Rental","New Construction","4","1000250","3913","1492","BRYANT AVENUE","BX","2","2",,,,,,,,"4",,"10460","40.832559","-73.887435","203","17","2117998","2030000017","157","BX0303"
"2079","1528 Bergen Street Apartments","Rental","New Construction","3","999430","3606","1528","BERGEN STREET","BK",,"2","1",,,,,,,"3",,"11213","40.675139","-73.93253","308","36","3035839","3013540016","309","BK0802"
"3728","311 Franklin Avenue Apartments","Rental","New Construction","3","1010118","6087","311","Franklin Ave","BK",,,"3",,,,,,,"3",,"11238","40.688897","-73.957173","303","36","3424967","3019500005","233","BK0301"
"1996","1825 Eastern Parkway","Rental","New Construction","3","350031","2982","1825","EASTERN PARKWAY","BK","1","1","1",,,,,,,"3",,"11233","40.674997","-73.908719","316","37","3426987","3014420037","36501","BK1601"
"2009","972 Washington Avenue Apartments","Rental","New Construction","41","988341","3520","972","WASHINGTON AVENUE","BX","41",,,,,,,"41",,,,"10456","40.825487","-73.910106","203","16","2001224","2023680012","18501","BX0301"
"7243","Mosholu Concourse Apartments","Rental","New Construction","23","122133","7418","15","West Mosholu Parkway North","BX",,"17","4","2",,,,"23",,,,"10467","40.881019","-73.884138","207","11","2017698","2033240099","421","BX0703"
"7166","947 College Avenue Apartments","Rental","New Construction","11","0","7594","947","College Ave","BX",,"5","6",,,,,,,"11",,"10456","40.827374","-73.915957","204","16","2000000","2024230038","173","BX0401"
"5664","Crotona Park West - Waiting List","Rental","Preservation","14","79780","7179","1465","FULTON AVENUE","BX",,"10","3","1",,,"5","9",,,,"10456","40.836049","-73.900905","203","16","2009643","2029270059","169","BX0302"
"3550","4180 Carpenter Avenue Apartments","Rental","New Construction","28","1013119","5870","4180","Carpenter Ave","BX","1","23","4",,,,,,,"28",,"10466","40.893808","-73.86053","212","11","2000000","2048350045","420","BX1203"
"3744","865 Rogers Avenue Apartments","Rental","New Construction","8","364014","6098","865","Rogers Ave","BK","1","5","2",,,,,,,"8",,"11226","40.649335","-73.952316","317","40","3429174","3051080011","824","BK1701"
"5370","822 60th Street Apartments","Rental","New Construction","4","1014100","7108","822","60 STREET","BK",,"1","2","1",,,,,,"4",,"11220","40.63508","-74.008888","312","43","3428742","3057147504","118","BK0703"
"2499","ALVISTA TOWERS II","Rental","New Construction","353","1007351","4019","147-25","94th Avenue","QN","73","169","111",,,,"163",,"162","28",,"11435","40.699222","-73.806426","412","27","4618544","4099987502","208","QN1201"
"3814","1135 Teller Avenue Apartments","Rental","New Construction","43","1009968","6148","1135","Teller Ave","BX",,"28","15",,,,,,,"43",,"10456","40.830698","-73.912549","204","16","2128881","2024340070","175","BX0401"
"7217","Grant TPT Apartments","Rental","New Construction","7","119687","7662","1211","WASHINGTON AVENUE","BX",,,"7",,,,,"7",,,,"10456","40.831084","-73.90702","203","16","2001603","2023890031","145","BX0302"
"4414","1819 Sedgwick Avenue Apartments","Rental","New Construction","8","0","6567","1819","Sedgwick Ave","BX",,"8",,,,,,,,"8",,"10453","40.852598","-73.919352","205","16","2129750","2028810023","20502","BX0501"
"1708","3500 Park Avenue Apartments","Rental","New Construction","45","983972","3155","3500","Park Ave","BX","15",,"30",,,,"8","37",,,,"10456","40.831359","-73.908259","203","16","2129140","2023890020","145","BX0302"
"2361","1600 East 19 Street- Units Still Available","Rental","New Construction","7","248187","3917","1600","EAST 19 STREET","BK",,"3","4",,,,,,,"7",,"11230","40.611348","-73.954907","314","48","3425902","3067657503","544","BK1403"
"3523","2441 Crotona Avenue Apartments","Rental","New Construction","25","1008796","5937","2441","Crotona Ave","BX","5","18","1","1",,,,,,"25",,"10458","40.855034","-73.883074","206","15","2130595","2031050041","389","BX0603"
"7170","202 Tillary Street Apartments","Rental","New Construction","120","0","7595","202","Tillary St","BK","39","66","15",,,,"48","48","24",,,"11201","40.695853","-73.981922","302","35","3000000","3020500100","1501","BK0202"
"2358","937 Rogers Avenue","Rental","New Construction","8","993205","3916","937","ROGERS AVENUE","BK",,"2","6",,,,,,,"8",,"11226","40.6474","-73.952112","317","40","3117823","3051290040","824","BK1701"
"3033","31-05 21st Street Apartments","Rental","New Construction","7","1007381","4534","31-05","21 STREET","QN",,"6","1",,,,,,,"7",,"11106","40.76715","-73.929982","401","22","4006365","4005520015","77","QN0102"
"2327","1609 Voorhies Avenue - Units Still Available","Rental","New Construction","3","387468","3894","1609","VOORHIES AVENUE","BK",,,"3",,,,,,,"3",,"11235","40.585845","-73.952764","315","48","3204947","3074590146","606","BK1503"
"4356","88 Tompkins Avenue Apartments","Rental","New Construction","17","989068","6517","88","TOMPKINS AVENUE","BK",,"6","11",,,,,"13",,"4",,"11206","40.696419","-73.946494","303","36","3048525","3017470030","257","BK0301"
"7268","The Ysabel aka 77 Woodbine Street","Rental","New Construction","3","0","7709","77","Woodbine St","BK",,"2","1",,,,,,,"3",,"11221","40.690877","-73.918379","304","37","3000000","3033490038","399","BK0402"
"1814","2502 & 2506 Newkirk Avenue","Rental","New Construction","3","1000164","3377","2502","Newkirk Ave","BK",,,"3",,,,,,,"3",,"11226","40.639693","-73.953054","317","45","3428879","3052120041","79002","BK1701"
"2576","10 Monteith Street Waiting List","Rental","New Construction","100","945941","4214","10","MONTIETH STREET","BK","32","54","14",,,,,"100",,,,"11206","40.701357","-73.936496","304","34","3426398","3031410001","391","BK0401"
"7285","1652 East 14th Street Apartments","Rental","New Construction","6","244268","7726","1652","EAST 14 STREET","BK",,"6",,,,,,,,"6",,"11229","40.609195","-73.959324","315","48","3000000","3067767501","554","BK1501"
"7232","2795 Fulton Street Apartments","Rental","New Construction","13","0","7674","2795","Fulton St","BK",,"1","8","4",,,"5","8",,,,"11207","40.678086","-73.89137","305","37","3000000","3039330055","1146","BK0501"
"7159","WAKEFIELD YARDS","Rental","New Construction","212","0","7521","4641","Furman Ave","BX","26","90","81","15",,"25","63","124",,,,"10470","40.902254","-73.850188","212","11","2000000","2050870001","434","BX1203"
"4902","1182 Woodycrest  Apartments","Rental","New Construction","36","0","6834","1182","WOODYCREST AVENUE","BX",,"19","9","8",,,"1","27","8",,,"10452","40.836723","-73.924835","204","16","2003157","2025100003","199","BX0402"
"4028","2264 Atlantic Avenue Apartments","Rental","New Construction","3","1011485","6326","2264","ATLANTIC AVENUE","BK",,"1","2",,,,,,,"3",,"11233","40.676307","-73.910444","316","37","3428754","3014350010","36501","BK1601"
"7143","30-85 31st Street Apartments","Rental","New Construction","6","0","7570","30-85","31 STREET","QN","1","5",,,,,,,,"6",,"11102","40.764786","-73.92309","401","22","4008464","4006150002","63","QN0103"
"3243","637 East 176th Street Apartments","Rental","New Construction","14","1005779","5742","637","EAST 176 STREET","BX","2","8","4",,,,,,,"14",,"10457","40.844576","-73.893747","206","15","2129322","2029470052","36901","BX0602"
"4981","1777 Weeks Avenue Apartments","Rental","New Construction","14","0","6885","1775","Weeks Avenue","BX","6","8",,,,,,,,"14",,"10457","40.846169","-73.907454","205","14","2000000","2027967501","22901","BX0502"
"3824","2801 Tilden Avenue Apartments","Rental","New Construction","4","381334","6126","2801","TILDEN AVENUE","BK",,"2","2",,,,,,,"4",,"11226","40.646825","-73.950919","317","40","3117838","3051300125","824","BK1701"
"7158","1571 Jarvis Avenue Apartments","Rental","Preservation","5","0","7586","1571","Jarvis Ave","BX","3","2",,,,,,"5",,,,"10461","40.844039","-73.82812","210","13","2000000","2054010012","264","BX1002"
"2147","249 North 5 Street aka 70 Havemeyer Street","Rental","New Construction","15","309172","3183","70","HAVEMEYER STREET","BK","3","4","8",,,,,,,"15",,"11211","40.714414","-73.954978","301","34","3062268","3023380027","519","BK0102"
"7249","25-14 21st Street Apartments","Rental","New Construction","2","0","7691","25-14","21st St","QN",,"2",,,,,,"2",,,,"11102","40.774259","-73.924314","401","22","4000000","4008880046","91","QN0102"
"7138","88 Schermerhorn Street Apartments","Rental","New Construction","17","0","7567","88","Schermerhorn St","BK",,"17",,,,,,,,"17",,"11201","40.690562","-73.990408","302","33","3000000","3002710045","9","BK0201"
"7270","836 East 34th Street Apartments","Rental","New Construction","2","0","7710","836","E 34th St","BK",,,"2",,,,,"2",,,,"11210","40.635733","-73.944082","317","45","3000000","3050080053","784","BK1702"
"4040","Dutch House Apartments - Units Still Available","Rental","New Construction","28","1003994","6339","37-05","30 STREET","QN","12","16",,,,,,,,"28",,"11101","40.755179","-73.93198","401","26","4623388","4003727501","51","QN0105"
"3338","43-17 & 43-19 108 Street Apartments","Rental","New Construction","3","994592","5778","43-17","108 STREET","QN",,"3",,,,,,,,"3",,"11368","40.748529","-73.857622","404","21","4000000","4019990066","40101","QN0402"
"3994","2150 Clinton Ave","Rental","New Construction","19","1010615","6275","2150","Clinton Ave","BX","5","1","13",,,,,,,"19",,"10457","40.849106","-73.886507","206","15","2129653","2030970012","371","BX0602"
"7139","1440 Amsterdam Avenue Apartments","Rental","New Construction","147","5561","7559","1440","AMSTERDAM AVENUE","MN","20","66","61",,,,,,,"147",,"10027","40.81671","-73.953847","109","07","1091802","1019840028","219","MN0902"
"7327","233 East 202nd Street Apartments","Rental","New Construction","9","1018152","7782","233","EAST 202 STREET","BX","3","5","1",,,,,"9",,,,"10458","40.873048","-73.885736","207","14","2000000","2033080028","413","BX0702"
"7219","624 Metropolitan Avenue Apartments","Rental","New Construction","5","0","7664","624","Metropolitan Ave","BK",,"5",,,,,,,,"5",,"11211","40.714156","-73.948301","301","34","3000000","3027620014","503","BK0104"
"5046","Weeksville Place","Rental","New Construction","36","356812","6886","1559","Prospect Pl","BK","15","7","14",,,"10","13","13",,,,"11233","40.672925","-73.924479","308","41","3428724","3013630090","359","BK0802"
"1988","The Astra","Rental","New Construction","89","985707","3470","645","Gates Ave","BK","14","41","22","12",,,"18",,"27","44",,"11221","40.687345","-73.940865","303","36","3429039","3018110070","277","BK0302"
"2713","209 Troy Avenue Apartments - Units Still Available","Rental","New Construction","3","994574","4347","209","TROY AVENUE","BK",,,"3",,,,,,,"3",,"11213","40.672301","-73.936358","308","36","3036409","3013710007","345","BK0802"
