"lottery_id","lottery_name","development_type","reporting_construction_type","unit_count","hpd_building_id","hc_building_id","house_number","street_name","borough","unit_distribution_studio","unit_distribution_1bed","unit_distribution_2bed","unit_distribution_3bed","unit_distribution_4bed","applied_income_ami_ext_low","applied_income_ami_very_low","applied_income_ami_low","applied_income_ami_moderate","applied_income_ami_middle","applied_income_ami_above","address_zipcode","address_latitude","address_longitude","address_communitydistrict","address_citycouncildistrict","address_buildingidentificationnumber","address_bbl","address_censustrack2020","address_nta2020"
"3600","422 East 31 Street","Rental","New Construction","3","256929","5986","422","EAST 31 STREET","BK",,"1","2",,,,,,,"3",,"11226","40.640426","-73.947494","317","45","3428876","3049640016","828","BK1701"
"4673","456 Blake Avenue Apartments","Rental","New Construction","3","931125","6743","456","BLAKE AVENUE","BK",,"1","1","1",,,,,,"3",,"11212","40.666708","-73.902375","316","42","3084423","3037800028","910","BK1602"
"4594","2754 Creston Avenue Apartments","Rental","New Construction","19","59296","6700","2754","Creston Ave","BX","19",,,,,,,,,"19",,"10468","40.869377","-73.89323","207","14","2129723","2033150029","40303","BX0702"
"4071","2882 86th Street Apartment","Rental","New Construction","2","991001","6365","2882","86th St","BK",,,"2",,,,,,,"2",,"11223","40.591331","-73.976319","313","47","3429074","3071670128","386","BK1501"
"7322","The Danby","Rental","New Construction","35","0","7774","170","W 225th St","MN",,"30","5",,,,,,,"35",,"10463","40.876538","-73.912814","208","10","1000000","1022150065","309","BX0802"
"2286","150 Lenox Road Apartments","Rental","New Construction","13","324075","3844","150","LENOX ROAD","BK",,,"13",,,,,,,"13",,"11226","40.653867","-73.954518","317","40","3116648","3050840036","822","BK1701"
"2673","3506 - 3508 Farragut Road - Units Still Available","Rental","New Construction","3","986445","4215","3506","Farragut Rd","BK",,"3",,,,,,,,"3",,"11210","40.636567","-73.943033","317","45","3426573","3050100040","784","BK1702"
"4372","266 West 96th Street Apartments","Rental","New Construction","52","37229","6542","266","W 96th St","MN","27","12","11","2",,,,"19",,"33",,"10025","40.794953","-73.972523","107","07","1091038","1012437503","183","MN0702"
"1806","222 East 44th Street Phase II","Rental","New Construction","16","13694","3239","222","E 44th St","MN","8","7","1",,,,,,"16",,,"10017","40.751768","-73.972822","106","04","1089960","1013177501","88","MN0603"
"7324","69 Hope Street Apartments","Rental","New Construction","6","0","7779","69","HOPE STREET","BK","6",,,,,,,,,"6",,"11211","40.713053","-73.955408","301","34","3426934","3023690037","519","BK0102"
"2485","27-14 39th Avenue Apartments","Rental","New Construction","2","1007356","4041","27-14","39 AVENUE","QN",,"2",,,,,,,,"2",,"11101","40.754232","-73.935821","401","26","4004807","4003970017","31","QN0105"
"2444","Glassworks Waiting List","Rental","New Construction","19","966850","3956","336","Himrod St","BK","3","6","10",,,,,,,"19",,"11237","40.702314","-73.917665","304","37","3326367","3032807503","443","BK0401"
"4654","NEHEMIAH SPRING CREEK PHASE 4C","Rental","Preservation","7","991880","6606","435","Vandalia Avenue","BK",,"1","6",,,,,"7",,,,"11239","40.654559","-73.876304","305","42","3426788","3044520112","107001","BK0504"
"5421","525 W 52nd Street - Waiting List","Rental","New Construction","79","927213","7079","525","WEST 52 STREET","MN","19","39","21",,,,,"79",,,,"10019","40.766521","-73.992253","104","03","1090143","1010817501","13501","MN0402"
"1686","1609 Voorhies Avenue Apartments","Rental","New Construction","3","387468","3144","1609","VOORHIES AVENUE","BK",,,"3",,,,,,,"3",,"11235","40.585845","-73.952764","315","48","3204947","3074590146","606","BK1503"
"2836","Tyler's Bronx - Waiting List","Rental","New Construction","8","931143","4416","2514","CRUGER AVENUE","BX",,"4","4",,,,,"4","4",,,"10467","40.863942","-73.866377","211","13","2117652","2044340011","330","BX1104"
"3072","1399 Myrtle Avenue Apartments","Rental","New Construction","15","1006028","4628","1399","MYRTLE AVENUE","BK","2","10","3",,,,,,,"15",,"11237","40.698575","-73.920653","304","37","3418366","3032787502","431","BK0401"
"3229","64 NORFOLK SENIOR HOUSING","Rental","New Construction","86","993982","4693","60","NORFOLK STREET","MN","60","26",,,,,"48","38",,,,"10002","40.717121","-73.988013","103","01","1091637","1003467504","1402","MN0302"
"7218","Stevenson Senior Residences","Rental","New Construction","40","0","7606","1841","Seward Avenue","BX","40",,,,,,"40",,,,,"10473","40.819406","-73.861394","209","18","2000000","2036000004","16","BX0902"
"7256","3509 & 3511 Farragut Road Apartments","Rental","New Construction","3","0","7697","3509","Farragut Rd","BK","1","2",,,,,,,,"3",,"11210","40.636586","-73.943018","317","45","3000000","3049990006","782","BK1702"
"2222","855 Dekalb Avenue - Units Still Available","Rental","New Construction","6","1007273","3761","855","DEKALB AVENUE","BK",,,"6",,,,,,,"6",,"11221","40.692459","-73.942004","303","36","3425613","3017770062","281","BK0302"
"3869","1430 Fulton Street","Rental","New Construction","40","1000611","3220","1430","Fulton St","BK","15","18","6","1",,,,,,"40",,"11216","40.680059","-73.943583","303","36","3426389","3018630010","271","BK0302"
"1787","975 Liberty Avenue Apartments","Rental","New Construction","13","325779","3217","975","Liberty Ave","BK",,"6","7",,,,"5","5",,"3",,"11208","40.677769","-73.873593","305","37","3428771","3041570032","1196","BK0505"
"4175","CONEY ISLAND PHASE 2","Rental","New Construction","299","379733","6197","2938","WEST 16 STREET","BK","73","79","124","23",,"37","94","129","39",,,"11224","40.576181","-73.983599","313","47","3329341","3070627501","326","BK1302"
"5340","1889 Atlantic Avenue Apartments","Rental","New Construction","27","0","7085","1889","Atlantic Ave","BK","6","7","14",,,,,"16",,"11",,"11233","40.676975","-73.922355","303","41","3000000","3017140030","299","BK0302"
"2247","29-28 Newtown Avenue Apartments","Rental","New Construction","3","683892","3786","29-28","NEWTOWN AVENUE","QN",,"3",,,,,,,,"3",,"11102","40.768924","-73.921876","401","22","4617228","4005940050","71","QN0103"
"3097","305 KINGSLAND AVENUE APARTMENTS","Rental","New Construction","3","1005743","4640","305","Kingsland Ave","BK","1","2",,,,,,,,"3",,"11222","40.726966","-73.941873","301","33","3426118","3026570017","58901","BK0101"
"5747","DeKalb Commons","Rental","New Construction","35","0","7308","639","DeKalb Ave","BK","4","11","14","6",,"9","8","18",,,,"11216","40.691496","-73.950385","303","36","3000000","3017740077","253","BK0301"
"3752","ROCKAWAY VILLAGE APARTMENTS PHASE 3","Rental","New Construction","282","1009944","6091","1626","Village Ln","QN","23","82","138","39",,"36","88","158",,,,"11691","40.606322","-73.752494","414","31","4623535","4155377501","103202","QN1401"
"5305","2-20 Malt Drive Apartments","Rental","New Construction","173","0","7046","2","20 Malt Dr","QN","61","64","48",,,,,,,"173",,,,,,,,,,
"1814","2502 & 2506 Newkirk Avenue","Rental","New Construction","3","344338","3378","2506","NEWKIRK AVENUE","BK",,,"3",,,,,,,"3",,"11226","40.639695","-73.953025","317","45","3428880","3052120042","79002","BK1701"
"1699","1520 Fulton Street Apartments","Rental","New Construction","15","297501","3023","1520","FULTON STREET","BK",,"7","8",,,,,,,"15",,"11216","40.679862","-73.939953","303","36","3425135","3018640014","271","BK0302"
"4625","32-53 101st Street Apartments","Rental","New Construction","8","1013000","6713","32-53","101st St","QN",,,"8",,,,,,,"8",,"11369","40.758329","-73.867614","403","21","4624119","4016967501","365","QN0302"
"4340","689 Franklin Avenue Apartments","Rental","New Construction","3","1013935","6513","689","Franklin Ave","BK",,"2","1",,,,,,,"3",,"11238","40.674915","-73.956422","308","35","3426347","3012310014","221","BK0802"
"4531","299 East 161st Street Apartments","Rental","New Construction","47","994662","6650","299","E 161 St","BX","12","25","10",,,,,"27",,"20",,"10451","40.825306","-73.917575","204","16","2130660","2024210049","173","BX0401"
"5217","655 Union Street Apartments","Rental","New Construction","50","1016152","7000","655","Union St","BK",,"39","11",,,,"20","20","7","3",,"11215","40.677648","-73.983636","306","39","3000000","3004340035","11901","BK0601"
"3800","The Westminster","Rental","New Construction","13","818646","6110","180","WEST 20 STREET","MN","4","8","1",,,,,,,"13",,"10011","40.74206","-73.996629","104","03","1086049","1007950001","87","MN0401"
"2087","61 Schaefer Street Apartments - Units Still Available","Rental","New Construction","3","996041","3619","61","SCHAEFER STREET","BK",,"3",,,,,,,,"3",,"11207","40.686282","-73.911173","304","37","3079223","3034210059","401","BK0402"
"2259","65 Woodbine Street Apartments - Units Still Available","Rental","New Construction","3","970975","3808","65","WOODBINE STREET","BK",,"3",,,,,,,,"3",,"11221","40.690625","-73.918628","304","37","3076576","3033490045","399","BK0402"
"1727","50 Clarkson Avenue Apartments","Rental","New Construction","28","977103","3218","50","Clarkson Ave","BK","2","17","9",,,,,,,"28",,"11226","40.654931","-73.958067","314","40","3425069","3050640036","79602","BK1401"
"4174","1 Boerum Place - Waiting List","Rental","New Construction","42","1003745","6425","1","BOERUM PLACE","BK","10","11","21",,,,,,,"42",,"11201","40.69202","-73.989041","302","33","3000417","3001530003","37","BK0202"
"3320","167 Malcolm X Boulevard Apartments","Rental","New Construction","3","360402","5793","167","Malcolm X Blvd","BK","3",,,,,,,,,"3",,"11221","40.687531","-73.929961","303","36","3429147","3016420006","385","BK0302"
"2162","495 St. Johns Place - Units Still Available","Rental","New Construction","4","1007282","3583","495","St Johns Pl","BK","1","1","2",,,,,,,"4",,"11238","40.673325","-73.961646","308","35","3426362","3011740049","215","BK0801"
"4903","Mason Gray aka 959 Sterling Place Apartments","Rental","New Construction","48","1014753","6835","959","Sterling Pl","BK","10","31","7",,,,,,,"48",,"11213","40.672342","-73.946639","308","36","3429214","3012427501","341","BK0802"
"5019","2915 Albemarle Road Apartments","Rental","New Construction","8","1001197","6890","2915","Albemarle Rd","BK",,"8",,,,,,,,"8",,"11226","40.648134","-73.949682","317","40","3000000","3051110044","824","BK1701"
"7456","Forte Living","Rental","New Construction","53","0","7920","205","E 110th St","MN","1","27","25",,,,"21","21",,"11",,"10029","40.793971","-73.942403","111","08","1000000","1016607503","180","MN1102"
"4480","The Crown Residency at Northern","Rental","New Construction","12","1011439","6543","103-14","Northern Blvd","QN","1","9","2",,,,,,,"12",,"11368","40.757637","-73.86541","403","21","4623460","4017180005","379","QN0303"
"2299","Roosevelt Apartments Phase I","Rental","New Construction","2","998992","3871","108-67","ROOSEVELT AVENUE","QN",,"2",,,,,,,,"2",,"11368","40.750874","-73.858266","403","21","4619683","4017807506","40102","QN0303"
"1879","629 East 222nd Street Apartments","Rental","New Construction","3","996889","3446","629","EAST 222 STREET","BX",,"3",,,,,,,,"3",,"10467","40.886451","-73.863981","212","12","2062900","2048240041","394","BX1201"
"2201","516-518 East 147th Street Apartments","Rental","New Construction","3","984450","3740","516","E 147th St","BX",,"3",,,,,,,,"3",,"10455","40.813364","-73.914985","201","08","2129125","2022720109","43","BX0101"
"4873","18-26 Redfern Avenue Apartments","Rental","New Construction","58","0","6812","18-","26 Redfern Ave","QN","37","9","12",,,,,"58",,,,,,,,,,,,
"2053","PARK HAVEN","Rental","New Construction","127","981992","3579","345","St Ann's Ave","BX","33","48","30","16",,"17","34","76",,,,"10454","40.809498","-73.915766","201","08","2128977","2022687501","41","BX0101"
"4269","Arris Grand","Rental","New Construction","34","0","6464","445","Grand Ave","BK","1","25","8",,,,,"20",,"14",,"11238","40.682179","-73.961558","302","35","3429717","3020157501","227","BK0301"
"4568","The Haru Apartments at 138-25 Barclay Avenue","Rental","New Construction","15","1011559","6678","138-25","Barclay Ave","QN","1","6","8",,,,,,,"15",,"11355","40.758262","-73.827147","407","20","4620984","4050440074","853","QN0707"
"2150","545 St. Marks Avenue Apartments","Rental","New Construction","3","1000664","3673","545","ST MARKS AVENUE","BK",,"3",,,,,,,,"3",,"11216","40.675831","-73.955549","308","35","3030630","3012170083","221","BK0802"
"5037","14-09 31st Avenue Apartments","Rental","New Construction","3","417054","6904","14-09","31st Ave","QN",,"3",,,,,,,,"3",,"11106","40.768054","-73.931527","401","22","4621023","4005340021","79","QN0102"
"2476","110 East 53rd Street Apartments","Rental","New Construction","3","268906","4026","110","E 53rd St","BK","1","2",,,,,,,,"3",,"11203","40.657584","-73.928086","317","41","3428571","3046220022","878","BK1703"
"3793","ATLANTIC CHESTNUT PHASE I","Rental","New Construction","341","982238","6093","250","EUCLID AVENUE","BK","34","142","114","51",,"40","101","200",,,,"11208","40.68235","-73.873927","305","37","3428606","3041437501","1178","BK0501"
"4927","43-34 53rd Street Apartments","Rental","New Construction","8","0","6843","43-34","53rd St","QN",,"8",,,,,,,,"8",,"11377","40.743725","-73.911674","402","26","4000000","4013210041","25302","QN0202"
"4154","3525 Bruckner Boulevard Apartments","Rental","New Construction","3","1010704","6387","3525","Bruckner Blvd","BX","1","2",,,,,,,,"3",,"10461","40.847408","-73.827222","210","13","2130895","2041780021","26602","BX1003"
"3394","1661 Madison Avenue Apartments","Rental","New Construction","5","24703","5853","1661","Madison Ave","MN",,"5",,,,,,,,"5",,"10029","40.796517","-73.947367","111","08","1091690","1016160052","17402","MN1101"
"4190","26- 12 4th Street Apartments","Rental","New Construction","7","1011809","6433","26-12","4th St","QN",,"7",,,,,,,,"7",,"11102","40.775823","-73.932808","401","22","4623652","4009100027","87","QN0102"
"1738","1780 Sheepshead Bay Road","Rental","New Construction","7","999255","3232","1780","Sheepshead Bay Rd","BK","1","2","4",,,,,,,"7",,"11235","40.584173","-73.950811","315","48","3426699","3087717503","608","BK1503"
"2646","27-10 37th Ave Apartments","Rental","New Construction","3","1003643","4272","27-10","37th Ave","QN",,"3",,,,,,,,"3",,"11101","40.756492","-73.933827","401","26","4623406","4003697501","51","QN0105"
"7276","2183 3rd Avenue Apartments - Units Available","Rental","New Construction","2","967058","7717","2183","3 AVENUE","MN","1",,"1",,,,,"2",,,,"10035","40.79998","-73.938508","111","08","1088905","1017840002","194","MN1102"
"2284","THE CROSSING AT JAMAICA STATION - UNITS STILL AVAILABLE","Rental","New Construction","75","628293","3345","147-40","ARCHER AVENUE","QN","6","29","36","4",,,,,,"75",,"11435","40.700836","-73.806551","412","27","4607280","4099987501","208","QN1201"
"5078","3056 Decatur Avenue Apartments","Rental","New Construction","3","60895","6933","3056","Decatur Ave","BX",,"3",,,,,,,,"3",,"10467","40.870949","-73.879105","207","11","2130590","2033310019","425","BX0703"
"4754","ANDREWS AVENUE SOUTH SENIOR RESIDENCE","Rental","New Construction","80","45513","6770","1746","ANDREWS AVENUE","BX","56","24",,,,,"24","56",,,,"10453","40.85037","-73.917222","205","14","2129342","2028780183","21501","BX0501"
"2447","102 Charlton Street Apartments","Rental","New Construction","17","968997","3989","102","Charlton St","MN","10","6","1",,,,"7","9",,"1",,"10014","40.727395","-74.008125","102","03","1090693","1005970050","37","MN0201"
"4442","Borinquen Place Suites","Rental","New Construction","5","0","6581","49","Borinquen Pl","BK",,,"5",,,,,,,"5",,"11211","40.710487","-73.956705","301","34","3413964","3024210024","523","BK0102"
"2194","260 Knickerbocker Avenue - Units Still Available","Rental","New Construction","12","321213","3725","260","KNICKERBOCKER AVENUE","BK",,"4","8",,,,,,,"12",,"11237","40.7025","-73.924853","304","34","3072742","3031970034","429","BK0401"
"4591","ROCKAWAY VILLAGE PHASE 4 APARTMENTS","Rental","New Construction","45","1000222","6476","1607","Village Ln","QN","4","17","20","4",,"6","13","26",,,,"11691","40.606435","-73.752328","414","31","4000000","4155377501","103202","QN1401"
"7243","Mosholu Concourse Apartments","Rental","New Construction","32","67067","7416","220","EAST 197 STREET","BX",,"24","5","3",,,,"32",,,,"10458","40.869015","-73.89092","207","15","2017158","2033040156","40302","BX0702"
"5304","679 Marcy Avenue Apartments","Rental","New Construction","3","0","7037","679","Marcy Ave","BK",,"3",,,,,,,,"3",,"11216","40.69115","-73.948355","303","36","3000000","3017800002","261","BK0301"
"4835","Kelly Residentials aka 1034 Kelly Street Apartments","Rental","New Construction","3","0","6804","1034","Kelly St","BX","1","2",,,,,,,,"3",,"10459","40.824473","-73.895828","202","17","2000000","2027160002","131","BX0202"
"4432","The Vitagraph - Waiting List","Rental","New Construction","91","983320","6568","1277","EAST 14 STREET","BK",,"45","46",,,,,,,"91",,"11230","40.618481","-73.961062","314","44","3426593","3067350080","768","BK1403"
"4044","253 Clarkson Avenue Apartments","Rental","New Construction","3","221379","6346","253","CLARKSON AVENUE","BK","3",,,,,,,,,"3",,"11226","40.655351","-73.951443","309","40","3116081","3050570074","820","BK1701"
"7236","205 Cabrini Boulevard Apartments","Rental","New Construction","7","0","7677","205","Cabrini Blvd","MN",,"1","6",,,,,,,"7",,"10033","40.854336","-73.938895","112","10","1000000","1021790154","273","MN1202"
"3854","1818 Prospect Avenue Apartments","Rental","New Construction","5","1009126","6184","1818","PROSPECT AVENUE","BX",,,,"5",,,,,,"5",,"10457","40.841944","-73.891232","206","15","2128688","2029530006","367","BX0602"
"3565","1216 Pacific Street - Putnam Cluster","Rental","New Construction","5","349463","5955","1216","PACIFIC STREET","BK","1","4",,,,,,,"5",,,"11216","40.677746","-73.951376","308","36","3029989","3012060020","315","BK0802"
"5041","1634 aka 1640 Flatbush Avenue Apartments","Rental","New Construction","45","0","6905","1634","Flatbush Ave","BK","9","19","17",,,,"18","26",,"1",,"11210","40.630546","-73.945264","314","45","3428953","3075770060","774","BK1401"
"7224","The Grant","Rental","New Construction","12","121005","7672","78","W 170th St","BX",,"12",,,,,"4","6",,"2",,"10452","40.840323","-73.922034","204","16","2000000","2025060125","211","BX0402"
"2243","312 97th Street - Units Still Available","Rental","New Construction","5","993643","3773","312","97 STREET","BK",,"2","3",,,,,,,"5",,"11209","40.615612","-74.033818","310","47","3426884","3061267501","5601","BK1001"
"1790","482 Seneca Avenue Apartments","Rental","New Construction","7","694488","3045","482","SENECA AVENUE","QN",,"3","3","1",,,,,,"7",,"11385","40.705722","-73.912633","405","34","4081973","4034330035","545","QN0502"
"2849","RIVER CREST APARTMENTS","Rental","Preservation","225","989393","4431","1164","River Ave","BX","53","100","45","27",,"38","51","136",,,,"10452","40.834696","-73.921889","204","16","2130367","2024887501","197","BX0401"
"3984","277 Throop Avenue Apartments","Rental","New Construction","3","0","6277","277","THROOP AVENUE","BK",,"2","1",,,,,,,"3",,"11206","40.694142","-73.943149","303","36","3426271","3017690004","283","BK0302"
"4366","80 Linden Boulevard Apartments","Rental","New Construction","14","1012432","6525","80","Linden Blvd","BK",,"8","6",,,,,,,"14",,"11226","40.652336","-73.955452","317","40","3429835","3050870008","822","BK1701"
"1678","65 Woodbine Street Apartments","Rental","New Construction","3","970975","2971","65","WOODBINE STREET","BK",,"3",,,,,,,,"3",,"11221","40.690625","-73.918628","304","37","3076576","3033490045","399","BK0402"
"1785","1626 & 1630 Brooklyn Avenue","Rental","New Construction","3","214631","3274","1630","Brooklyn Ave","BK",,"3",,,,,,,,"3",,"11210","40.633292","-73.941908","317","45","3426664","3075630059","784","BK1702"
"5201","Belle Gardens Cooperatives","Owner","New Construction","8","0","6994","37","ROCHESTER AVENUE","BK",,"2","6",,,,,,"2","6",,"11233","40.677876","-73.927473","303","41","3429148","3017090009","299","BK0302"
"2068","74-10 Broadway Apartments - Units Still Available","Rental","New Construction","3","640478","3596","74-10","Broadway","QN",,,"3",,,,,,,"3",,"11373","40.746543","-73.891168","404","25","4618361","4014857502","267","QN0401"
"2202","Bedford 203 HDFC","Rental","New Construction","41","934463","3584","211","E 203rd St","BX","2","21","18",,,,"21","20",,,,"10458","40.873849","-73.886085","207","14","2129250","2033090039","413","BX0702"
"7252","1054 41st Street Apartments","Rental","New Construction","9","1018021","7665","1054","41st St","BK",,"4","5",,,,,,,"9",,"11219","40.642801","-73.992934","312","38","3000000","3055910027","112","BK1201"
"4619","95-25 Waltham Street Apartments","Rental","New Construction","22","702913","6677","95-25","Waltham St","QN","3","14","5",,,,,"22",,,,"11435","40.697908","-73.807191","412","27","4620992","4100260034","208","QN1201"
"2287","2265 Hughes Avenue - Unit Still Available","Rental","New Construction","3","997687","3851","2265","HUGHES AVENUE","BX",,,"3",,,,,,,"3",,"10457","40.852454","-73.888229","206","15","2012094","2030710055","391","BX0603"
"2479","57-41 Granger Street Apartments","Rental","New Construction","6","1004391","4037","57-41","GRANGER STREET","QN",,"2","4",,,,,,,"6",,"11368","40.73902","-73.856621","404","21","4048009","4019510010","43702","QN0402"
"2219","445 Vanderbilt Avenue Apartments","Rental","New Construction","13","999168","3754","445","Vanderbilt Ave","BK","3","7","3",,,,,,,"13",,"11238","40.685022000000004","-73.968205","302","35","3428934","3019600011","199","BK0204"
"7251","303 Sumpter Street Apartments","Rental","New Construction","3","379501","7693","303","SUMPTER STREET","BK",,"1","2",,,,,,,"3",,"11233","40.680824","-73.912799","316","41","3041354","3015210066","371","BK1601"
"7180","361 A & B East 194th Street Apartments","Rental","New Construction","4","0","7616","361","E 194th St","BX",,"4",,,,,,"4",,,,"10458","40.863775","-73.890669","207","15","2000000","2032820063","40502","BX0702"
"3399","Ruby","Rental","New Construction","144","31912","5847","241","WEST 28 STREET","MN","58","75","10","1",,,,"96",,"48",,"10001","40.747769","-73.99459","105","03","1014254","1007780018","95","MN0501"
"1756","168 East 100 Street Apartment","Rental","New Construction","5","994198","3208","168","EAST 100 STREET","MN",,"5",,,,,,,,"5",,"10029","40.788144","-73.948406","111","08","1090703","1016270042","166","MN1101"
"7217","Grant TPT Apartments","Rental","New Construction","6","82034","7661","1113","GRANT AVENUE","BX",,"3","3",,,,,"6",,,,"10456","40.831437","-73.916252","204","16","2002660","2024520029","18101","BX0401"
"2639","Otto Greenpoint Apartments Waiting List","Rental","New Construction","60","1007274","3675","211","MCGUINNESS BOULEVARD","BK","7","43","10",,,,,,,"60",,"11222","40.729525","-73.95097","301","33","3379800","3025767501","575","BK0101"
"7283","Nova Astoria","Rental","New Construction","50","0","7701","11-14","35th Ave","QN",,"25","25",,,,,"19","25","6",,"11106","40.762753000000004","-73.93869","401","22","4000000","4003310027","85","QN0105"
"7225","Grace's Place Senior Apartments","Rental","New Construction","56","0","7666","13-04","Nameoke Ave","QN","56",,,,,,"56",,,,,"11691","40.60659","-73.750419","414","31","4000000","4155350001","103202","QN1401"
"7210","Bryant Avenue Apartments","Rental","New Construction","4","0","7642","1525","Bryant Avenue","BX",,"4",,,,,,,,"4",,"10460","40.833484","-73.88691","203","17","2010792","2029960043","157","BX0303"
"4334","488 Marcus Garvey Boulevard  Apartments","Rental","New Construction","6","1010785","6507","488","MARCUS GARVEY BOULEVARD","BK",,"6",,,,,,,,"6",,"11216","40.680204","-73.937501","303","36","3430002","3018590029","273","BK0302"
"2014","1402 York Avenue Cooperatives","Owner","New Construction","10","948086","3145","1402","YORK AVENUE","MN","10",,,,,,,"10",,,,"10021","40.768529","-73.952512","108","05","1046294","1014867501","13201","MN0801"
"2917","6327 Broadway Apartments","Rental","New Construction","27","1003180","4293","6327","Broadway","BX",,"23","4",,,,,,,"27",,"10471","40.899256","-73.897158","208","11","2130558","2058353055","351","BX0803"
"7178","570 Washington Street Senior Apartments","Rental","New Construction","122","9631","7614","570","WASHINGTON STREET","MN","57","40","25",,,,"122",,,,,"10014","40.729212","-74.009316","102","03","1091654","1005967502","69","MN0203"
"3940","Maven Mott Haven Apartments","Rental","New Construction","60","1010104","6235","2413","Third Ave","BX",,"46","11","3",,,,,,"60",,"10451","40.808361","-73.930997","201","08","2130650","2023190109","51","BX0101"
"7318","107 South 3rd Street Apartments","Rental","New Construction","4","0","7773","107","S 3rd St","BK",,"4",,,,,,,,"4",,"11249","40.712823","-73.963337","301","34","3000000","3024170037","551","BK0102"
"7179","558 Sackett Street Apartments","Rental","Preservation","10","1012092","7618","558","Sackett St","BK",,"5","5",,,,"4","4",,"2",,"11217","40.679503","-73.986365","306","39","3000000","3004330014","11901","BK0601"
"1855","24 Wilson Avenue","Rental","New Construction","5","997369","3422","24","Wilson Ave","BK",,"5",,,,,,,,"5",,"11237","40.703214","-73.930158","304","34","3428612","3031540033","425","BK0401"
"7230","Ruby Square","Rental","New Construction","185","667799","7624","166-20","JAMAICA AVENUE","QN","1","137","47",,,,,"93",,"92",,"11432","40.705905","-73.793721","412","27","4216246","4101560007","444","QN1201"
"3620","Riverton Square -- Waiting List","Rental","Preservation","14","805054","6017","2171","Madison Ave","MN",,"9","5",,,,,,,"14",,"10037","40.812628","-73.935613","111","09","1082614","1017600101","210","MN1102"
"7274","The Gregory - Units Still Available","Rental","New Construction","2","1011443","7713","991","ST JOHNS PLACE","BK",,,"1","1",,,,,,"2",,"11213","40.671392","-73.945634","308","35","3332427","3012490138","339","BK0802"
"3633","440 E 115th Street Apartments","Rental","New Construction","5","1007285","5994","440","EAST 115 STREET","MN","1","1","3",,,,,,,"5",,"10029","40.794897","-73.93493","111","08","1090220","1017080033","178","MN1102"
"3567","104-08 Northern Blvd Apartments","Rental","New Construction","3","684494","5962","104-08","NORTHERN BOULEVARD","QN",,"3",,,,,,,,"3",,"11368","40.757691","-73.864432","403","21","4042651","4017190003","379","QN0303"
"2074","650 West 42nd Street Apartments","Rental","New Construction","47","873392","3607","650","WEST 42 STREET","MN","13","28","6",,,,,,,"47",,"10036","40.761551","-74.000069","104","03","1085803","1010890001","117","MN0401"
"7175","Inwood Living","Rental","New Construction","70","1016004","7605","3880","9 AVENUE","MN","17","18","35",,,,"28","28","12","2",,"10034","40.864118","-73.916764","112","10","1091848","1021890060","299","MN1203"
"7154","153 East 51st Street Apartments","Rental","New Construction","3","267282","7569","153","EAST 51 STREET","BK",,,"3",,,,,,,"3",,"11203","40.658708","-73.9301","317","41","3099687","3046050045","878","BK1703"
"1958","The Astor LIC","Rental","New Construction","43","999816","3504","36-20","Steinway St","QN","13","21","9",,,,,,,"43",,"11101","40.753253","-73.923688","401","26","4619734","4006657501","157","QN0104"
"2330","1016 East 13th Street","Rental","New Construction","3","972404","3895","1016","EAST 13 STREET","BK",,"1",,"2",,,,,,"3",,"11230","40.624345","-73.963141","314","44","3179875","3067147501","534","BK1403"
"5201","Belle Gardens Cooperatives","Owner","New Construction","13","927737","6993","335","Ralph Ave","BK",,"2","11",,,,,,"11","2",,"11233","40.677644","-73.921745","303","41","3429874","3015560003","301","BK1601"
"2454","32-72 41st Street Apartments","Rental","New Construction","8","0","4544","24-32","41st St","QN",,"6","2",,,,,,,"8",,"11103","40.768281","-73.910335","401","22",,,"141","QN0104"
"7269","1824 Anthony Avenue Apartments","Rental","New Construction","39","0","7692","1824","Anthony Ave","BX","9","10","20",,,,,,,"39",,"10457","40.846902","-73.903766","205","15","2000000","2028920016","231","BX0502"
"2461","37 Herkimer Street","Rental","New Construction","2","1004479","4023","37","Herkimer St","BK",,"2",,,,,,,,"2",,"11216","40.679766","-73.951832","303","36","3425800","3018600085","247","BK0301"
"3130","276 GRAND CONCOURSE APARTMENTS - Units Still Available","Rental","New Construction","31","1004385","4657","276","GRAND CONCOURSE","BX","3","19","9",,,,,,,"31",,"10451","40.813912","-73.92929","201","08","2000999","2023410010","51","BX0101"
"3761","317 Franklin Avenue Apartments","Rental","New Construction","5","1009630","6116","317","Franklin Ave","BK",,"2","3",,,,,,,"5",,"11238","40.688705","-73.957148","303","36","3429800","3019500003","233","BK0301"
"3855","Enclave at The Cathedral Waitlist","Rental","New Construction","87","957979","6171","400","WEST 113 STREET","MN","24","43","20",,,,,"87",,,,"10025","40.804117","-73.960646","109","07","1089808","1018650020","19701","MN0901"
"1794","33-29 103 Street Apartments","Rental","New Construction","3","984917","3229","33-29","103rd St","QN",,"3",,,,,,,,"3",,"11368","40.757004","-73.865552","403","21","4623016","4017180063","379","QN0303"
"1798","2265 Hughes Avenue Apartment","Rental","New Construction","5","997687","3341","2265","HUGHES AVENUE","BX",,,"5",,,,,,,"5",,"10457","40.852454","-73.888229","206","15","2012094","2030710055","391","BX0603"
"7288","874 Home Street Apartments","Rental","New Construction","3","86474","7729","874","HOME STREET","BX","1","1","1",,,,,"3",,,,"10459","40.828113","-73.896455","202","17","2127517","2026920036","131","BX0202"
